channel_id,sequence,send_height,ack_height,block_delay,send_time,ack_time,fee_amount,fee_denom
channel-42,1489869,30221623,30221629.0,6.0,,,,
channel-75,844652,30221632,30221638.0,6.0,,,,
channel-6994,1322744,30221668,30221680.0,12.0,,,,
channel-750,681187,30221673,30221680.0,7.0,,,,
channel-750,681188,30221676,30221680.0,4.0,,,,
channel-0,4036407,30221680,30221688.0,8.0,,,,
channel-6994,1322745,30221690,30221700.0,10.0,,,,
channel-0,4036408,30221691,30221720.0,29.0,,,,
channel-6994,1322746,30221694,30221707.0,13.0,,,,
channel-108,39828,30221723,30221952.0,229.0,,,,
channel-85077,59155,30221731,30221740.0,9.0,,,,
channel-326,537418,30221734,30221743.0,9.0,,,,
channel-2,130570,30221740,30221751.0,11.0,,,,
channel-6994,1322747,30221746,30221772.0,26.0,,,,
channel-6994,1322748,30221747,30221772.0,25.0,,,,
channel-6994,1322749,30221767,30221777.0,10.0,,,,
channel-0,4036409,30221777,30221784.0,7.0,,,,
channel-42,1489870,30221785,30221792.0,7.0,,,,
channel-1279,67104,30221792,30221813.0,21.0,,,,
channel-199,132510,30221796,30221806.0,10.0,,,,
channel-0,4036410,30221798,30221810.0,12.0,,,,
channel-750,681189,30221809,30221824.0,15.0,,,,
channel-75,844653,30221813,30221821.0,8.0,,,,
channel-412,64425,30221816,30221831.0,15.0,,,,
channel-6994,1322750,30221819,30221845.0,26.0,,,,
channel-0,4036411,30221820,30221831.0,11.0,,,,
channel-0,4036412,30221825,30221835.0,10.0,,,,
channel-85077,59156,30221840,30221848.0,8.0,,,,
channel-85077,59157,30221844,30221860.0,16.0,,,,
channel-0,4036413,30221846,30221860.0,14.0,,,,
channel-108,39829,30221848,30221952.0,104.0,,,,
channel-85077,59158,30221852,30221865.0,13.0,,,,
channel-0,4036414,30221865,30221875.0,10.0,,,,
channel-208,1489410,30221871,30221880.0,9.0,,,,
channel-85077,59159,30221892,30221904.0,12.0,,,,
channel-85077,59160,30221899,30221912.0,13.0,,,,
channel-85077,59161,30221901,30221920.0,19.0,,,,
channel-42,1489871,30221913,30221921.0,8.0,,,,
channel-75016,4556,30221919,30221941.0,22.0,,,,
channel-208,1489411,30221927,30221939.0,12.0,,,,
channel-0,4036415,30221931,30221956.0,25.0,,,,
channel-412,64426,30221937,30221947.0,10.0,,,,
channel-0,4036416,30221939,30221947.0,8.0,,,,
channel-326,537419,30221947,30221952.0,5.0,,,,
channel-85077,59162,30221949,30221958.0,9.0,,,,
channel-208,1489412,30221964,30221976.0,12.0,,,,
channel-874,292369,30221977,30221983.0,6.0,,,,
channel-208,1489413,30221979,30221985.0,6.0,,,,
channel-75,844654,30221998,30222004.0,6.0,,,,
channel-6994,1322751,30222002,30222039.0,37.0,,,,
channel-216,94106,30222003,30222006.0,3.0,,,,
channel-208,1489414,30222004,30222017.0,13.0,,,,
channel-1,408115,30222011,30222030.0,19.0,,,,
channel-82819,483,30222013,30222021.0,8.0,,,,
channel-750,681190,30222019,30222030.0,11.0,,,,
channel-412,64427,30222025,30222040.0,15.0,,,,
channel-42,1489872,30222028,30222037.0,9.0,,,,
channel-412,64428,30222032,30222053.0,21.0,,,,
channel-0,4036417,30222035,30222048.0,13.0,,,,
channel-1424,7329,30222040,30222052.0,12.0,,,,
channel-85077,59163,30222047,30222058.0,11.0,,,,
channel-750,681191,30222057,30222070.0,13.0,,,,
channel-2,130571,30222070,30222079.0,9.0,,,,
channel-6994,1322752,30222074,30222109.0,35.0,,,,
channel-122,667548,30222074,30222078.0,4.0,,,,
channel-750,681192,30222077,30222091.0,14.0,,,,
channel-750,681193,30222092,30222097.0,5.0,,,,
channel-208,1489415,30222094,30222104.0,10.0,,,,
channel-208,1489416,30222099,30222108.0,9.0,,,,
channel-750,681194,30222100,30222113.0,13.0,,,,
channel-85791,3722,30222102,30222108.0,6.0,,,,
channel-750,681195,30222133,30222137.0,4.0,,,,
channel-750,681196,30222138,30222151.0,13.0,,,,
channel-122,667549,30222141,30222144.0,3.0,,,,
channel-750,681197,30222164,30222176.0,12.0,,,,
channel-0,4036418,30222174,30222181.0,7.0,,,,
channel-750,681198,30222177,30222187.0,10.0,,,,
channel-6994,1322753,30222180,30222194.0,14.0,,,,
channel-6994,1322754,30222181,30222194.0,13.0,,,,
channel-75,844655,30222181,30222188.0,7.0,,,,
channel-75,844656,30222184,30222190.0,6.0,,,,
channel-750,681199,30222186,30222196.0,10.0,,,,
channel-4,166800,30222191,30222201.0,10.0,,,,
channel-75,844657,30222194,30222201.0,7.0,,,,
channel-1,408116,30222195,30222209.0,14.0,,,,
channel-6787,166593,30222197,30222202.0,5.0,,,,
channel-750,681200,30222200,30222205.0,5.0,,,,
channel-750,681201,30222208,30222220.0,12.0,,,,
channel-122,667550,30222212,30222216.0,4.0,,,,
channel-874,292370,30222219,30222225.0,6.0,,,,
channel-0,4036419,30222226,30222236.0,10.0,,,,
channel-750,681202,30222230,30222243.0,13.0,,,,
channel-0,4036420,30222233,30222246.0,13.0,,,,
channel-750,681203,30222233,30222237.0,4.0,,,,
channel-874,292371,30222252,30222259.0,7.0,,,,
channel-750,681204,30222255,30222265.0,10.0,,,,
channel-184,137342,30222257,30222270.0,13.0,,,,
channel-750,681205,30222259,30222262.0,3.0,,,,
channel-208,1489417,30222267,30222280.0,13.0,,,,
channel-750,681206,30222276,30222289.0,13.0,,,,
channel-874,292372,30222277,30222285.0,8.0,,,,
channel-750,681207,30222282,30222302.0,20.0,,,,
channel-85077,59164,30222283,30222292.0,9.0,,,,
channel-0,4036421,30222284,30222311.0,27.0,,,,
channel-85077,59165,30222284,30222292.0,8.0,,,,
channel-750,681208,30222286,30222290.0,4.0,,,,
channel-783,104173,30222288,30222294.0,6.0,,,,
channel-6994,1322755,30222289,30222302.0,13.0,,,,
channel-184,137343,30222292,30222303.0,11.0,,,,
channel-204,670730,30222293,30222302.0,9.0,,,,
channel-750,681209,30222302,30222315.0,13.0,,,,
channel-122,667551,30222304,30222308.0,4.0,,,,
channel-85077,59166,30222313,30222328.0,15.0,,,,
channel-750,681210,30222317,30222330.0,13.0,,,,
channel-6994,1322756,30222318,30222412.0,94.0,,,,
channel-750,681211,30222326,30222340.0,14.0,,,,
channel-6994,1322757,30222328,30222339.0,11.0,,,,
channel-874,292373,30222337,30222344.0,7.0,,,,
channel-122,667552,30222339,30222342.0,3.0,,,,
channel-85077,59167,30222346,30222354.0,8.0,,,,
channel-5,184213,30222351,30222361.0,10.0,,,,
channel-750,681212,30222351,30222366.0,15.0,,,,
channel-6897,5625,30222352,30222361.0,9.0,,,,
channel-750,681213,30222354,30222358.0,4.0,,,,
channel-85077,59168,30222356,30222369.0,13.0,,,,
channel-874,292374,30222362,30222368.0,6.0,,,,
channel-750,681214,30222376,30222387.0,11.0,,,,
channel-22172,2612,30222380,30222397.0,17.0,,,,
channel-750,681215,30222381,30222386.0,5.0,,,,
channel-204,670731,30222386,30222396.0,10.0,,,,
channel-208,1489418,30222388,30222406.0,18.0,,,,
channel-19774,345724,30222389,30222398.0,9.0,,,,
channel-75,844658,30222392,30222400.0,8.0,,,,
channel-750,681216,30222398,30222413.0,15.0,,,,
channel-1,408117,30222400,30222417.0,17.0,,,,
channel-874,292375,30222401,30222408.0,7.0,,,,
channel-184,137344,30222411,30222436.0,25.0,,,,
channel-750,681217,30222411,30222416.0,5.0,,,,
channel-0,4036422,30222415,30222425.0,10.0,,,,
channel-750,681218,30222420,30222434.0,14.0,,,,
channel-208,1489419,30222423,30222436.0,13.0,,,,
channel-522,40410,30222426,30222434.0,8.0,,,,
channel-85077,59169,30222428,30222437.0,9.0,,,,
channel-108,39830,30222435,30222853.0,418.0,,,,
channel-6994,1322758,30222436,30222449.0,13.0,,,,
channel-6994,1322759,30222436,30222449.0,13.0,,,,
channel-874,292376,30222437,30222442.0,5.0,,,,
channel-184,137345,30222437,30222446.0,9.0,,,,
channel-122,667553,30222439,30222443.0,4.0,,,,
channel-750,681219,30222440,30222445.0,5.0,,,,
channel-0,4036423,30222441,30222453.0,12.0,,,,
channel-750,681220,30222442,30222454.0,12.0,,,,
channel-38946,124017,30222454,30222463.0,9.0,,,,
channel-750,681221,30222458,30222467.0,9.0,,,,
channel-0,4036424,30222461,30222471.0,10.0,,,,
channel-750,681222,30222464,30222476.0,12.0,,,,
channel-184,137346,30222468,30222481.0,13.0,,,,
channel-750,681223,30222470,30222475.0,5.0,,,,
channel-0,4036425,30222470,30222481.0,11.0,,,,
channel-19774,345725,30222475,30222484.0,9.0,,,,
channel-208,1489420,30222483,30222497.0,14.0,,,,
channel-750,681224,30222485,30222499.0,14.0,,,,
channel-6994,1322760,30222492,30222504.0,12.0,,,,
channel-0,4036426,30222492,30222511.0,19.0,,,,
channel-184,137347,30222494,30222503.0,9.0,,,,
channel-88,467041,30222501,30222514.0,13.0,,,,
channel-750,681225,30222503,30222508.0,5.0,,,,
channel-0,4036427,30222506,30222517.0,11.0,,,,
channel-4,166801,30222506,30222528.0,22.0,,,,
channel-122,667554,30222509,30222512.0,3.0,,,,
channel-188,190512,30222509,30222529.0,20.0,,,,
channel-750,681226,30222509,30222521.0,12.0,,,,
channel-19774,345726,30222514,30222523.0,9.0,,,,
channel-38946,124018,30222518,30222533.0,15.0,,,,
channel-326,537420,30222526,30222541.0,15.0,,,,
channel-208,1489421,30222534,30222544.0,10.0,,,,
channel-750,681227,30222535,30222548.0,13.0,,,,
channel-184,137348,30222544,30222564.0,20.0,,,,
channel-208,1489422,30222549,30222558.0,9.0,,,,
channel-208,1489423,30222549,30222558.0,9.0,,,,
channel-6994,1322761,30222550,30222561.0,11.0,,,,
channel-208,1489424,30222556,30222566.0,10.0,,,,
channel-750,681228,30222558,30222569.0,11.0,,,,
channel-2188,43455,30222558,30222562.0,4.0,,,,
channel-750,681229,30222573,30222577.0,4.0,,,,
channel-184,137349,30222581,30222593.0,12.0,,,,
channel-750,681230,30222581,30222593.0,12.0,,,,
channel-85077,59170,30222595,30222607.0,12.0,,,,
channel-208,1489425,30222615,30222624.0,9.0,,,,
channel-75,844659,30222632,30222640.0,8.0,,,,
channel-85077,59171,30222633,30222643.0,10.0,,,,
channel-0,4036428,30222633,30222642.0,9.0,,,,
channel-75,844660,30222644,30222651.0,7.0,,,,
channel-6994,1322762,30222644,30222674.0,30.0,,,,
channel-750,681231,30222674,30222689.0,15.0,,,,
channel-122,667555,30222678,30222682.0,4.0,,,,
channel-0,4036429,30222680,30222703.0,23.0,,,,
channel-42,1489873,30222681,30222688.0,7.0,,,,
channel-750,681232,30222682,30222699.0,17.0,,,,
channel-750,681233,30222691,30222701.0,10.0,,,,
channel-42,1489874,30222696,30222705.0,9.0,,,,
channel-75,844661,30222700,30222705.0,5.0,,,,
channel-251,85145,30222703,30222713.0,10.0,,,,
channel-750,681234,30222728,30222739.0,11.0,,,,
channel-0,4036430,30222731,30222754.0,23.0,,,,
channel-326,537421,30222732,30222741.0,9.0,,,,
channel-0,4036431,30222739,30222749.0,10.0,,,,
channel-0,4036432,30222745,30222754.0,9.0,,,,
channel-79241,948,30222747,30222755.0,8.0,,,,
channel-91017,2725,30222773,30222781.0,8.0,,,,
channel-122,667556,30222779,30222782.0,3.0,,,,
channel-75,844662,30222780,30222783.0,3.0,,,,
channel-1,408118,30222784,30222813.0,29.0,,,,
channel-0,4036433,30222793,30222806.0,13.0,,,,
channel-85077,59172,30222799,30222809.0,10.0,,,,
channel-0,4036434,30222801,30222826.0,25.0,,,,
channel-199,132511,30222806,30222814.0,8.0,,,,
channel-750,681235,30222807,30222822.0,15.0,,,,
channel-251,85146,30222808,30222820.0,12.0,,,,
channel-750,681236,30222809,30222815.0,6.0,,,,
channel-199,132512,30222847,30222856.0,9.0,,,,
channel-412,64429,30222848,30222861.0,13.0,,,,
channel-2188,43456,30222854,30222858.0,4.0,,,,
channel-75,844663,30222858,30222864.0,6.0,,,,
channel-0,4036435,30222868,30222881.0,13.0,,,,
channel-122,667557,30222873,30222877.0,4.0,,,,
channel-199,132513,30222880,30222887.0,7.0,,,,
channel-38946,124019,30222892,30222918.0,26.0,,,,
channel-88,467042,30222922,30222936.0,14.0,,,,
channel-75,844664,30222923,30222931.0,8.0,,,,
channel-2188,43457,30222942,30222946.0,4.0,,,,
channel-0,4036436,30222951,30222957.0,6.0,,,,
channel-1,408119,30222953,30222962.0,9.0,,,,
channel-0,4036437,30222958,30222985.0,27.0,,,,
channel-782,310035,30222977,30222983.0,6.0,,,,
channel-85077,59173,30222994,30223003.0,9.0,,,,
channel-85077,59174,30223002,30223011.0,9.0,,,,
channel-0,4036438,30223003,30223015.0,12.0,,,,
channel-2188,43458,30223014,30223017.0,3.0,,,,
channel-38946,124020,30223023,30223039.0,16.0,,,,
channel-750,681237,30223043,30223062.0,19.0,,,,
channel-6994,1322763,30223053,30223081.0,28.0,,,,
channel-38946,124021,30223054,30223065.0,11.0,,,,
channel-208,1489426,30223072,30223084.0,12.0,,,,
channel-750,681238,30223079,30223084.0,5.0,,,,
channel-412,64430,30223080,30223088.0,8.0,,,,
channel-208,1489427,30223087,30223097.0,10.0,,,,
channel-38946,124022,30223090,30223103.0,13.0,,,,
channel-75,844665,30223112,30223121.0,9.0,,,,
channel-108,39831,30223120,30223307.0,187.0,,,,
channel-85077,59175,30223124,30223131.0,7.0,,,,
channel-72,516381,30223127,30223155.0,28.0,,,,
channel-326,537422,30223138,30223162.0,24.0,,,,
channel-0,4036439,30223142,30223151.0,9.0,,,,
channel-42,1489875,30223152,30223160.0,8.0,,,,
channel-0,4036440,30223162,30223172.0,10.0,,,,
channel-6994,1322764,30223165,30223176.0,11.0,,,,
channel-122,667558,30223165,30223168.0,3.0,,,,
channel-38946,124023,30223168,30223184.0,16.0,,,,
channel-208,1489428,30223172,30223184.0,12.0,,,,
channel-75,844666,30223177,30223184.0,7.0,,,,
channel-122,667559,30223178,30223182.0,4.0,,,,
channel-0,4036441,30223191,30223202.0,11.0,,,,
channel-251,85147,30223209,30223219.0,10.0,,,,
channel-75,844667,30223209,30223220.0,11.0,,,,
channel-108,39832,30223217,30223307.0,90.0,,,,
channel-0,4036442,30223233,30223242.0,9.0,,,,
channel-122,667560,30223239,30223242.0,3.0,,,,
channel-1,408120,30223263,30223276.0,13.0,,,,
channel-85077,59176,30223274,30223283.0,9.0,,,,
channel-6994,1322765,30223290,30223302.0,12.0,,,,
channel-0,4036443,30223295,30223305.0,10.0,,,,
channel-122,667561,30223297,30223301.0,4.0,,,,
channel-750,681239,30223298,30223319.0,21.0,,,,
channel-874,292377,30223302,30223307.0,5.0,,,,
channel-750,681240,30223307,30223313.0,6.0,,,,
channel-85077,59177,30223327,30223336.0,9.0,,,,
channel-148,16080,30223338,30223347.0,9.0,,,,
channel-6994,1322766,30223339,30223348.0,9.0,,,,
channel-208,1489429,30223339,30223347.0,8.0,,,,
channel-6994,1322767,30223346,30223359.0,13.0,,,,
channel-259,314166,30223354,30223359.0,5.0,,,,
channel-208,1489430,30223354,30223365.0,11.0,,,,
channel-208,1489431,30223359,30223370.0,11.0,,,,
channel-0,4036444,30223370,30223378.0,8.0,,,,
channel-750,681241,30223377,30223387.0,10.0,,,,
channel-0,4036445,30223380,30223391.0,11.0,,,,
channel-113,301259,30223385,30223397.0,12.0,,,,
channel-750,681242,30223387,30223398.0,11.0,,,,
channel-199,132514,30223391,30223401.0,10.0,,,,
channel-88,467043,30223400,30223410.0,10.0,,,,
channel-6994,1322768,30223409,30223439.0,30.0,,,,
channel-0,4036446,30223412,30223433.0,21.0,,,,
channel-0,4036447,30223424,30223433.0,9.0,,,,
channel-0,4036448,30223428,30223436.0,8.0,,,,
channel-88,467044,30223429,30223448.0,19.0,,,,
channel-199,132515,30223435,30223444.0,9.0,,,,
channel-0,4036449,30223439,30223448.0,9.0,,,,
channel-0,4036450,30223460,30223472.0,12.0,,,,
channel-88,467045,30223468,30223478.0,10.0,,,,
channel-0,4036451,30223470,30223475.0,5.0,,,,
channel-204,670732,30223475,30233770.0,10295.0,,,,
channel-0,4036452,30223491,30223503.0,12.0,,,,
channel-199,132516,30223505,30223532.0,27.0,,,,
channel-199,132517,30223508,30223532.0,24.0,,,,
channel-259,314167,30223519,30223526.0,7.0,,,,
channel-208,1489432,30223520,30223532.0,12.0,,,,
channel-199,132518,30223526,30223535.0,9.0,,,,
channel-0,4036453,30223526,30223536.0,10.0,,,,
channel-75,844668,30223526,30223536.0,10.0,,,,
channel-0,4036454,30223540,30223551.0,11.0,,,,
channel-0,4036455,30223541,30223551.0,10.0,,,,
channel-0,4036456,30223550,30223558.0,8.0,,,,
channel-6994,1322769,30223558,30223582.0,24.0,,,,
channel-0,4036457,30223558,30223568.0,10.0,,,,
channel-2188,43459,30223567,30223571.0,4.0,,,,
channel-2186,40743,30223595,30223607.0,12.0,,,,
channel-0,4036458,30223627,30223644.0,17.0,,,,
channel-0,4036459,30223635,30223644.0,9.0,,,,
channel-122,667562,30223639,30223642.0,3.0,,,,
channel-2494,31858,30223644,30223656.0,12.0,,,,
channel-89321,19320,30223655,30223666.0,11.0,,,,
channel-75,844669,30223658,30223663.0,5.0,,,,
channel-89321,19321,30223664,30223675.0,11.0,,,,
channel-2188,43460,30223667,30223672.0,5.0,,,,
channel-208,1489433,30223674,30223688.0,14.0,,,,
channel-75,844670,30223682,30223688.0,6.0,,,,
channel-782,310036,30223682,30223688.0,6.0,,,,
channel-326,537423,30223687,30223702.0,15.0,,,,
channel-0,4036460,30223692,30223702.0,10.0,,,,
channel-750,681243,30223715,30223735.0,20.0,,,,
channel-42,1489876,30223717,30223755.0,38.0,,,,
channel-2188,43461,30223721,30223725.0,4.0,,,,
channel-750,681244,30223731,30223742.0,11.0,,,,
channel-75,844671,30223736,30223744.0,8.0,,,,
channel-122,667563,30223736,30223741.0,5.0,,,,
channel-0,4036461,30223742,30223751.0,9.0,,,,
channel-122,667564,30223750,30223754.0,4.0,,,,
channel-0,4036462,30223753,30223765.0,12.0,,,,
channel-122,667565,30223763,30223767.0,4.0,,,,
channel-42,1489877,30223765,30223778.0,13.0,,,,
channel-75,844672,30223766,30223772.0,6.0,,,,
channel-75,844673,30223780,30223786.0,6.0,,,,
channel-0,4036463,30223790,30223801.0,11.0,,,,
channel-6994,1322770,30223805,30223822.0,17.0,,,,
channel-122,667566,30223807,30223811.0,4.0,,,,
channel-113,301260,30223813,30223823.0,10.0,,,,
channel-750,681245,30223820,30223835.0,15.0,,,,
channel-85077,59178,30223831,30223847.0,16.0,,,,
channel-88,467046,30223833,30223851.0,18.0,,,,
channel-782,310037,30223841,30223847.0,6.0,,,,
channel-85077,59179,30223859,30223877.0,18.0,,,,
channel-0,4036464,30223866,30223878.0,12.0,,,,
channel-88,467047,30223875,30223891.0,16.0,,,,
channel-6994,1322771,30223878,30223911.0,33.0,,,,
channel-2188,43462,30223897,30223902.0,5.0,,,,
channel-165,71402,30223909,30223918.0,9.0,,,,
channel-326,537424,30223914,30223935.0,21.0,,,,
channel-75,844674,30223919,30223926.0,7.0,,,,
channel-0,4036465,30223921,30223930.0,9.0,,,,
channel-75,844675,30223927,30223934.0,7.0,,,,
channel-1,408121,30223943,30223968.0,25.0,,,,
channel-259,314168,30223943,30223949.0,6.0,,,,
channel-188,190513,30223964,30223977.0,13.0,,,,
channel-38946,124024,30223967,30223985.0,18.0,,,,
channel-259,314169,30223972,30223978.0,6.0,,,,
channel-122,667567,30223974,30223979.0,5.0,,,,
channel-0,4036466,30223974,30223984.0,10.0,,,,
channel-88,467048,30223977,30223992.0,15.0,,,,
channel-259,314170,30223978,30223985.0,7.0,,,,
channel-1,408122,30223979,30223990.0,11.0,,,,
channel-750,681246,30223983,30224003.0,20.0,,,,
channel-6994,1322772,30223995,30224004.0,9.0,,,,
channel-259,314171,30224008,30224013.0,5.0,,,,
channel-0,4036467,30224017,30224026.0,9.0,,,,
channel-143,128251,30224029,30224045.0,16.0,,,,
channel-88,467049,30224033,30224043.0,10.0,,,,
channel-0,4036468,30224043,30224055.0,12.0,,,,
channel-782,310038,30224045,30224052.0,7.0,,,,
channel-782,310039,30224078,30224083.0,5.0,,,,
channel-81016,262,30224084,30224094.0,10.0,,,,
channel-750,681247,30224087,30224103.0,16.0,,,,
channel-750,681248,30224098,30224104.0,6.0,,,,
channel-0,4036469,30224121,30224133.0,12.0,,,,
channel-0,4036470,30224134,30224143.0,9.0,,,,
channel-0,4036471,30224148,30224171.0,23.0,,,,
channel-75,844676,30224150,30224157.0,7.0,,,,
channel-1,408123,30224151,30224163.0,12.0,,,,
channel-122,667568,30224159,30224163.0,4.0,,,,
channel-4,166802,30224166,30224183.0,17.0,,,,
channel-165,71403,30224181,30224192.0,11.0,,,,
channel-4,166803,30224181,30224200.0,19.0,,,,
channel-1,408124,30224192,30224199.0,7.0,,,,
channel-85077,59180,30224193,30224207.0,14.0,,,,
channel-412,64431,30224197,30224216.0,19.0,,,,
channel-2494,31859,30224197,30224205.0,8.0,,,,
channel-750,681249,30224200,30224214.0,14.0,,,,
channel-1,408125,30224200,30224214.0,14.0,,,,
channel-1,408126,30224200,30224214.0,14.0,,,,
channel-326,537425,30224202,30224223.0,21.0,,,,
channel-1,408127,30224202,30224214.0,12.0,,,,
channel-0,4036472,30224205,30224225.0,20.0,,,,
channel-0,4036473,30224208,30224234.0,26.0,,,,
channel-143,128252,30224211,30224223.0,12.0,,,,
channel-1,408128,30224211,30224232.0,21.0,,,,
channel-750,681250,30224223,30224233.0,10.0,,,,
channel-750,681251,30224226,30224238.0,12.0,,,,
channel-85077,59181,30224243,30224253.0,10.0,,,,
channel-1,408129,30224253,30224304.0,51.0,,,,
channel-1,408130,30224275,30224309.0,34.0,,,,
channel-750,681252,30224314,30224325.0,11.0,,,,
channel-1,408131,30224321,30224346.0,25.0,,,,
channel-750,681253,30224329,30224333.0,4.0,,,,
channel-42,1489878,30224338,30224343.0,5.0,,,,
channel-1,408132,30224355,30224403.0,48.0,,,,
channel-165,71404,30224366,30224375.0,9.0,,,,
channel-75,844677,30224387,30224395.0,8.0,,,,
channel-750,681254,30224387,30224398.0,11.0,,,,
channel-0,4036474,30224390,30224400.0,10.0,,,,
channel-259,314172,30224390,30224397.0,7.0,,,,
channel-1,408133,30224404,30224414.0,10.0,,,,
channel-75,844678,30224405,30224414.0,9.0,,,,
channel-0,4036475,30224414,30224424.0,10.0,,,,
channel-73755,5818,30224416,30224423.0,7.0,,,,
channel-0,4036476,30224429,30224453.0,24.0,,,,
channel-6994,1322773,30224429,30224441.0,12.0,,,,
channel-122,667569,30224439,30224442.0,3.0,,,,
channel-42,1489879,30224461,30224470.0,9.0,,,,
channel-122,667570,30224462,30224466.0,4.0,,,,
channel-522,40411,30224490,30224503.0,13.0,,,,
channel-122,667571,30224493,30224496.0,3.0,,,,
channel-94814,3709,30224495,30224505.0,10.0,,,,
channel-208,1489434,30224498,30224509.0,11.0,,,,
channel-75,844679,30224503,30224516.0,13.0,,,,
channel-85077,59182,30224503,30224512.0,9.0,,,,
channel-0,4036477,30224508,30224517.0,9.0,,,,
channel-19774,345727,30224513,30224522.0,9.0,,,,
channel-199,132519,30224533,30224541.0,8.0,,,,
channel-259,314173,30224576,30224582.0,6.0,,,,
channel-73755,5819,30224594,30224601.0,7.0,,,,
channel-42,1489880,30224599,30224605.0,6.0,,,,
channel-85077,59183,30224601,30224612.0,11.0,,,,
channel-6994,1322774,30224603,30224617.0,14.0,,,,
channel-782,310040,30224614,30224621.0,7.0,,,,
channel-6994,1322775,30224618,30224631.0,13.0,,,,
channel-0,4036478,30224623,30224632.0,9.0,,,,
channel-85077,59184,30224652,30224660.0,8.0,,,,
channel-750,681255,30224656,30224661.0,5.0,,,,
channel-42,1489881,30224668,30224676.0,8.0,,,,
channel-2188,43463,30224676,30224679.0,3.0,,,,
channel-6994,1322776,30224691,30224701.0,10.0,,,,
channel-42,1489882,30224711,30224718.0,7.0,,,,
channel-0,4036479,30224741,30224746.0,5.0,,,,
channel-750,681256,30224747,30224763.0,16.0,,,,
channel-6994,1322777,30224761,30224772.0,11.0,,,,
channel-0,4036480,30224784,30224797.0,13.0,,,,
channel-6994,1322778,30224789,30224799.0,10.0,,,,
channel-251,85148,30224804,30224815.0,11.0,,,,
channel-199,132520,30224809,30224819.0,10.0,,,,
channel-75,844680,30224810,30224826.0,16.0,,,,
channel-88,467050,30224814,30224835.0,21.0,,,,
channel-0,4036481,30224823,30224832.0,9.0,,,,
channel-88,467051,30224832,30224844.0,12.0,,,,
channel-85077,59185,30224845,30224857.0,12.0,,,,
channel-165,71405,30224847,30224856.0,9.0,,,,
channel-85077,59186,30224869,30224875.0,6.0,,,,
channel-1,408134,30224869,30224886.0,17.0,,,,
channel-199,132521,30224874,30224886.0,12.0,,,,
channel-6994,1322779,30224875,30224887.0,12.0,,,,
channel-42,1489883,30224881,30224888.0,7.0,,,,
channel-4,166804,30224909,30224937.0,28.0,,,,
channel-6787,166594,30224928,30224933.0,5.0,,,,
channel-42,1489884,30224947,30224953.0,6.0,,,,
channel-750,681257,30224951,30224965.0,14.0,,,,
channel-75,844681,30224954,30224972.0,18.0,,,,
channel-42,1489885,30224956,30224967.0,11.0,,,,
channel-75,844682,30224960,30224970.0,10.0,,,,
channel-20082,9858,30224963,30225165.0,202.0,,,,
channel-42,1489886,30224965,30224973.0,8.0,,,,
channel-2186,40744,30224966,30224992.0,26.0,,,,
channel-42,1489887,30224977,30224985.0,8.0,,,,
channel-750,681258,30224986,30225001.0,15.0,,,,
channel-750,681259,30224992,30224996.0,4.0,,,,
channel-0,4036482,30225006,30225015.0,9.0,,,,
channel-42,1489888,30225008,30225017.0,9.0,,,,
channel-184,137350,30225019,30225030.0,11.0,,,,
channel-750,681260,30225021,30225033.0,12.0,,,,
channel-6994,1322780,30225030,30225041.0,11.0,,,,
channel-1,408135,30225046,30225067.0,21.0,,,,
channel-42,1489889,30225087,30225095.0,8.0,,,,
channel-75,844683,30225127,30225133.0,6.0,,,,
channel-122,667572,30225161,30225164.0,3.0,,,,
channel-326,537426,30225204,30225210.0,6.0,,,,
channel-47,198630,30225209,30225223.0,14.0,,,,
channel-73755,5820,30225232,30225241.0,9.0,,,,
channel-47,198631,30225237,30225254.0,17.0,,,,
channel-85077,59187,30225243,30225252.0,9.0,,,,
channel-75,844684,30225312,30225319.0,7.0,,,,
channel-2694,3277,30225323,30225353.0,30.0,,,,
channel-642,126477,30225332,30225370.0,38.0,,,,
channel-232,49182,30225334,30225347.0,13.0,,,,
channel-73755,5821,30225339,30225347.0,8.0,,,,
channel-79703,4400,30225344,30225358.0,14.0,,,,
channel-1,408136,30225348,30225418.0,70.0,,,,
channel-143,128253,30225373,30225380.0,7.0,,,,
channel-108,39833,30225392,30225554.0,162.0,,,,
channel-85077,59188,30225392,30225400.0,8.0,,,,
channel-6994,1322781,30225403,30225425.0,22.0,,,,
channel-199,132522,30225420,30225429.0,9.0,,,,
channel-72,516382,30225447,30225494.0,47.0,,,,
channel-47,198632,30225457,30225468.0,11.0,,,,
channel-2494,31860,30225462,30225468.0,6.0,,,,
channel-1,408137,30225464,30225477.0,13.0,,,,
channel-85077,59189,30225502,30225509.0,7.0,,,,
channel-232,49183,30225509,30225521.0,12.0,,,,
channel-75,844685,30225518,30225526.0,8.0,,,,
channel-0,4036483,30225525,30225537.0,12.0,,,,
channel-5,184214,30225567,30225574.0,7.0,,,,
channel-122,667573,30225585,30225589.0,4.0,,,,
channel-72,516383,30225593,30225628.0,35.0,,,,
channel-72,516384,30225606,30225648.0,42.0,,,,
channel-232,49184,30225621,30225631.0,10.0,,,,
channel-208,1489435,30225673,30225684.0,11.0,,,,
channel-0,4036484,30225677,30225691.0,14.0,,,,
channel-0,4036485,30225706,30225718.0,12.0,,,,
