channel_id,sequence,send_height,ack_height,block_delay,send_time,ack_time,fee_amount,fee_denom
channel-0,4038317,30290156,30290167.0,11.0,,,,
channel-2188,43637,30290158,30290163.0,5.0,,,,
channel-79703,4436,30290158,30290171.0,13.0,,,,
channel-6994,1324418,30290160,30290170.0,10.0,,,,
channel-326,537788,30290163,30290174.0,11.0,,,,
channel-85077,60066,30290168,30290179.0,11.0,,,,
channel-91017,2826,30290172,30290182.0,10.0,,,,
channel-6994,1324419,30290175,30290214.0,39.0,,,,
channel-874,293026,30290177,30290185.0,8.0,,,,
channel-115,20386,30290178,30290185.0,7.0,,,,
channel-208,1490050,30290183,30290194.0,11.0,,,,
channel-750,682565,30290185,30290196.0,11.0,,,,
channel-143,128338,30290186,30290197.0,11.0,,,,
channel-0,4038318,30290194,30290207.0,13.0,,,,
channel-208,1490051,30290198,30290209.0,11.0,,,,
channel-85077,60067,30290208,30290216.0,8.0,,,,
channel-85077,60068,30290225,30290233.0,8.0,,,,
channel-0,4038319,30290230,30290242.0,12.0,,,,
channel-6994,1324420,30290234,30290244.0,10.0,,,,
channel-6994,1324421,30290238,30290277.0,39.0,,,,
channel-6994,1324422,30290246,30290258.0,12.0,,,,
channel-0,4038320,30290251,30290261.0,10.0,,,,
channel-874,293027,30290253,30290259.0,6.0,,,,
channel-21113,25321,30290258,30290266.0,8.0,,,,
channel-2188,43638,30290271,30290275.0,4.0,,,,
channel-4,166941,30290276,30290290.0,14.0,,,,
channel-6994,1324423,30290280,30290291.0,11.0,,,,
channel-19774,345931,30290295,30290307.0,12.0,,,,
channel-89298,18651,30290298,30290309.0,11.0,,,,
channel-6994,1324424,30290298,30290336.0,38.0,,,,
channel-0,4038321,30290303,30290310.0,7.0,,,,
channel-208,1490052,30290303,30290312.0,9.0,,,,
channel-6994,1324425,30290304,30290326.0,22.0,,,,
channel-750,682566,30290304,30290309.0,5.0,,,,
channel-6994,1324426,30290305,30290311.0,6.0,,,,
channel-750,682567,30290307,30290323.0,16.0,,,,
channel-208,1490053,30290323,30290334.0,11.0,,,,
channel-326,537789,30290334,30290339.0,5.0,,,,
channel-326,537790,30290334,30290339.0,5.0,,,,
channel-326,537791,30290334,30290339.0,5.0,,,,
channel-326,537792,30290334,30290339.0,5.0,,,,
channel-326,537793,30290334,30290339.0,5.0,,,,
channel-326,537794,30290334,30290339.0,5.0,,,,
channel-326,537795,30290334,30290339.0,5.0,,,,
channel-326,537796,30290334,30290339.0,5.0,,,,
channel-208,1490054,30290339,30290353.0,14.0,,,,
channel-750,682568,30290341,30290354.0,13.0,,,,
channel-89298,18652,30290345,30290353.0,8.0,,,,
channel-0,4038322,30290354,30290365.0,11.0,,,,
channel-0,4038323,30290354,30290365.0,11.0,,,,
channel-6994,1324427,30290355,30290391.0,36.0,,,,
channel-0,4038324,30290366,30290377.0,11.0,,,,
channel-91017,2827,30290377,30290388.0,11.0,,,,
channel-19774,345932,30290383,30290389.0,6.0,,,,
channel-874,293028,30290385,30290388.0,3.0,,,,
channel-750,682569,30290385,30290388.0,3.0,,,,
channel-0,4038325,30290399,30290408.0,9.0,,,,
channel-0,4038326,30290407,30290418.0,11.0,,,,
channel-874,293029,30290411,30290423.0,12.0,,,,
channel-0,4038327,30290411,30290422.0,11.0,,,,
channel-750,682570,30290418,30290430.0,12.0,,,,
channel-75,845000,30290418,30290425.0,7.0,,,,
channel-6994,1324428,30290419,30290459.0,40.0,,,,
channel-4,166942,30290419,30290441.0,22.0,,,,
channel-0,4038328,30290421,30290432.0,11.0,,,,
channel-91017,2828,30290421,30290432.0,11.0,,,,
channel-750,682571,30290421,30290432.0,11.0,,,,
channel-6994,1324429,30290434,30290447.0,13.0,,,,
channel-21113,25322,30290434,30290442.0,8.0,,,,
channel-21113,25323,30290441,30290447.0,6.0,,,,
channel-38946,124157,30290447,30290459.0,12.0,,,,
channel-750,682572,30290460,30290472.0,12.0,,,,
channel-19774,345933,30290461,30290471.0,10.0,,,,
channel-208,1490055,30290475,30290485.0,10.0,,,,
channel-750,682573,30290478,30290483.0,5.0,,,,
channel-6994,1324430,30290479,30290513.0,34.0,,,,
channel-874,293030,30290483,30290488.0,5.0,,,,
channel-4,166943,30290485,30290513.0,28.0,,,,
channel-2188,43639,30290486,30290491.0,5.0,,,,
channel-42,1489992,30290486,30290497.0,11.0,,,,
channel-6994,1324431,30290488,30290500.0,12.0,,,,
channel-199,132714,30290494,30290502.0,8.0,,,,
channel-75,845001,30290502,30290508.0,6.0,,,,
channel-0,4038329,30290507,30290519.0,12.0,,,,
channel-208,1490056,30290508,30290519.0,11.0,,,,
channel-6897,5643,30290509,30290516.0,7.0,,,,
channel-6787,166693,30290509,30290513.0,4.0,,,,
channel-750,682574,30290511,30290526.0,15.0,,,,
channel-259,314284,30290512,30290517.0,5.0,,,,
channel-750,682575,30290514,30290526.0,12.0,,,,
channel-2188,43640,30290515,30290519.0,4.0,,,,
channel-259,314285,30290517,30290523.0,6.0,,,,
channel-0,4038330,30290517,30290547.0,30.0,,,,
channel-0,4038331,30290518,30290547.0,29.0,,,,
channel-750,682576,30290524,30290536.0,12.0,,,,
channel-208,1490057,30290526,30290537.0,11.0,,,,
channel-6994,1324432,30290527,30290536.0,9.0,,,,
channel-91017,2829,30290535,30290545.0,10.0,,,,
channel-6994,1324433,30290536,30290579.0,43.0,,,,
channel-874,293031,30290536,30290554.0,18.0,,,,
channel-143,128339,30290537,30290566.0,29.0,,,,
channel-412,64550,30290537,30290549.0,12.0,,,,
channel-362,86679,30290537,30290546.0,9.0,,,,
channel-6994,1324434,30290539,30290551.0,12.0,,,,
channel-89298,18653,30290541,30290548.0,7.0,,,,
channel-750,682577,30290542,30290555.0,13.0,,,,
channel-4,166944,30290543,30290576.0,33.0,,,,
channel-165,71442,30290545,30290555.0,10.0,,,,
channel-122,667980,30290547,30290551.0,4.0,,,,
channel-0,4038332,30290547,30290557.0,10.0,,,,
channel-0,4038333,30290561,30290574.0,13.0,,,,
channel-208,1490058,30290563,30290572.0,9.0,,,,
channel-6994,1324435,30290563,30290575.0,12.0,,,,
channel-19774,345934,30290568,30290578.0,10.0,,,,
channel-91017,2830,30290578,30290587.0,9.0,,,,
channel-4,166945,30290579,30290619.0,40.0,,,,
channel-208,1490059,30290580,30290590.0,10.0,,,,
channel-750,682578,30290580,30290595.0,15.0,,,,
channel-874,293032,30290581,30290586.0,5.0,,,,
channel-4,166946,30290581,30290623.0,42.0,,,,
channel-0,4038334,30290586,30290598.0,12.0,,,,
channel-89321,19424,30290587,30290596.0,9.0,,,,
channel-340,3179,30290588,30290601.0,13.0,,,,
channel-6994,1324436,30290595,30290646.0,51.0,,,,
channel-0,4038335,30290598,30290606.0,8.0,,,,
channel-75,845002,30290606,30290613.0,7.0,,,,
channel-98451,35,30290611,30290621.0,10.0,,,,
channel-782,310179,30290615,30290621.0,6.0,,,,
channel-19774,345935,30290618,30290627.0,9.0,,,,
channel-208,1490060,30290618,30290625.0,7.0,,,,
channel-6994,1324437,30290623,30290631.0,8.0,,,,
channel-1279,67124,30290642,30290656.0,14.0,,,,
channel-208,1490061,30290651,30290662.0,11.0,,,,
channel-6994,1324438,30290659,30290692.0,33.0,,,,
channel-750,682579,30290666,30290676.0,10.0,,,,
channel-208,1490062,30290670,30290679.0,9.0,,,,
channel-89298,18654,30290675,30290682.0,7.0,,,,
channel-6994,1324439,30290688,30290699.0,11.0,,,,
channel-208,1490063,30290693,30290704.0,11.0,,,,
channel-0,4038336,30290693,30290704.0,11.0,,,,
channel-259,314286,30290703,30290709.0,6.0,,,,
channel-750,682580,30290709,30290720.0,11.0,,,,
channel-75,845003,30290715,30290722.0,7.0,,,,
channel-6994,1324440,30290717,30290755.0,38.0,,,,
channel-6994,1324441,30290719,30290728.0,9.0,,,,
channel-85077,60069,30290723,30290731.0,8.0,,,,
channel-6994,1324442,30290725,30290735.0,10.0,,,,
channel-19774,345936,30290727,30290733.0,6.0,,,,
channel-1,408348,30290727,30290755.0,28.0,,,,
channel-98451,36,30290743,30290754.0,11.0,,,,
channel-0,4038337,30290743,30290752.0,9.0,,,,
channel-89321,19425,30290752,30290758.0,6.0,,,,
channel-0,4038338,30290772,30290785.0,13.0,,,,
channel-6994,1324443,30290773,30290830.0,57.0,,,,
channel-782,310180,30290778,30290787.0,9.0,,,,
channel-6994,1324444,30290791,30290802.0,11.0,,,,
channel-208,1490064,30290792,30290804.0,12.0,,,,
channel-750,682581,30290805,30290809.0,4.0,,,,
channel-2188,43641,30290810,30290815.0,5.0,,,,
channel-19774,345937,30290813,30290830.0,17.0,,,,
channel-750,682582,30290817,30290826.0,9.0,,,,
channel-122,667981,30290819,30290831.0,12.0,,,,
channel-251,85221,30290820,30290833.0,13.0,,,,
channel-750,682583,30290820,30290825.0,5.0,,,,
channel-750,682584,30290834,30290840.0,6.0,,,,
channel-199,132715,30290836,30290845.0,9.0,,,,
channel-143,128340,30290837,30290869.0,32.0,,,,
channel-782,310181,30290848,30290854.0,6.0,,,,
channel-208,1490065,30290848,30290859.0,11.0,,,,
channel-750,682585,30290849,30290867.0,18.0,,,,
channel-6994,1324445,30290861,30290911.0,50.0,,,,
channel-0,4038339,30290865,30290876.0,11.0,,,,
channel-750,682586,30290867,30290872.0,5.0,,,,
channel-750,682587,30290867,30290872.0,5.0,,,,
channel-0,4038340,30290870,30290882.0,12.0,,,,
channel-750,682588,30290882,30290886.0,4.0,,,,
channel-89321,19426,30290884,30290889.0,5.0,,,,
channel-75,845004,30290886,30290893.0,7.0,,,,
channel-122,667982,30290886,30290889.0,3.0,,,,
channel-6994,1324446,30290897,30290911.0,14.0,,,,
channel-750,682589,30290898,30290903.0,5.0,,,,
channel-113,301327,30290899,30290935.0,36.0,,,,
channel-750,682590,30290904,30290909.0,5.0,,,,
channel-38946,124158,30290909,30290921.0,12.0,,,,
channel-750,682591,30290911,30290915.0,4.0,,,,
channel-208,1490066,30290917,30290925.0,8.0,,,,
channel-19774,345938,30290920,30290927.0,7.0,,,,
channel-6994,1324447,30290923,30290955.0,32.0,,,,
channel-89298,18655,30290925,30290936.0,11.0,,,,
channel-750,682592,30290925,30290929.0,4.0,,,,
channel-550,1890,30290926,30290940.0,14.0,,,,
channel-6994,1324448,30290932,30290943.0,11.0,,,,
channel-750,682593,30290939,30290943.0,4.0,,,,
channel-216,94217,30290944,30291056.0,112.0,,,,
channel-4,166947,30290945,30290974.0,29.0,,,,
channel-0,4038341,30290948,30290960.0,12.0,,,,
channel-2188,43642,30290948,30290951.0,3.0,,,,
channel-0,4038342,30290950,30290965.0,15.0,,,,
channel-6994,1324449,30290951,30290965.0,14.0,,,,
channel-115,20387,30290951,30290963.0,12.0,,,,
channel-750,682594,30290952,30290965.0,13.0,,,,
channel-750,682595,30290952,30290959.0,7.0,,,,
channel-122,667983,30290960,30290964.0,4.0,,,,
channel-750,682596,30290964,30290975.0,11.0,,,,
channel-19774,345939,30290965,30290974.0,9.0,,,,
channel-750,682597,30290966,30290981.0,15.0,,,,
channel-4,166948,30290967,30290983.0,16.0,,,,
channel-208,1490067,30290967,30290975.0,8.0,,,,
channel-750,682598,30290967,30290975.0,8.0,,,,
channel-208,1490068,30290975,30290983.0,8.0,,,,
channel-1,408349,30290992,30291005.0,13.0,,,,
channel-6994,1324450,30290994,30291033.0,39.0,,,,
channel-750,682599,30290995,30290999.0,4.0,,,,
channel-6994,1324451,30291004,30291014.0,10.0,,,,
channel-6994,1324452,30291004,30291014.0,10.0,,,,
channel-79703,4437,30291005,30291017.0,12.0,,,,
channel-208,1490069,30291008,30291018.0,10.0,,,,
channel-95,331594,30291020,30291034.0,14.0,,,,
channel-0,4038343,30291020,30291033.0,13.0,,,,
channel-79703,4438,30291029,30291041.0,12.0,,,,
channel-208,1490070,30291030,30291041.0,11.0,,,,
channel-122,667984,30291040,30291044.0,4.0,,,,
channel-0,4038344,30291042,30291052.0,10.0,,,,
channel-6994,1324453,30291055,30291091.0,36.0,,,,
channel-0,4038345,30291058,30291069.0,11.0,,,,
channel-19774,345940,30291065,30291074.0,9.0,,,,
channel-208,1490071,30291066,30291076.0,10.0,,,,
channel-0,4038346,30291068,30291079.0,11.0,,,,
channel-79703,4439,30291068,30291078.0,10.0,,,,
channel-21113,25324,30291084,30291092.0,8.0,,,,
channel-122,667985,30291096,30291100.0,4.0,,,,
channel-75,845005,30291102,30291109.0,7.0,,,,
channel-0,4038347,30291105,30291126.0,21.0,,,,
channel-79703,4440,30291111,30291124.0,13.0,,,,
channel-6994,1324454,30291115,30291150.0,35.0,,,,
channel-6994,1324455,30291116,30291124.0,8.0,,,,
channel-750,682600,30291120,30291124.0,4.0,,,,
channel-75,845006,30291121,30291127.0,6.0,,,,
channel-750,682601,30291130,30291135.0,5.0,,,,
channel-19774,345941,30291143,30291160.0,17.0,,,,
channel-85077,60070,30291158,30291209.0,51.0,,,,
channel-0,4038348,30291165,30291192.0,27.0,,,,
channel-782,310182,30291166,30291172.0,6.0,,,,
channel-320,119190,30291168,30291183.0,15.0,,,,
channel-6994,1324456,30291171,30291212.0,41.0,,,,
channel-94814,3759,30291185,30291195.0,10.0,,,,
channel-75,845007,30291192,30291199.0,7.0,,,,
channel-208,1490072,30291197,30291208.0,11.0,,,,
channel-19774,345942,30291200,30291208.0,8.0,,,,
channel-326,537797,30291202,30291217.0,15.0,,,,
channel-85077,60071,30291202,30291209.0,7.0,,,,
channel-259,314287,30291203,30291206.0,3.0,,,,
channel-1429,140710,30291205,30291213.0,8.0,,,,
channel-750,682602,30291208,30291227.0,19.0,,,,
channel-188,190566,30291208,30291218.0,10.0,,,,
channel-85077,60072,30291209,30291219.0,10.0,,,,
channel-75,845008,30291209,30291217.0,8.0,,,,
channel-874,293033,30291221,30291242.0,21.0,,,,
channel-144,86685,30291222,30291233.0,11.0,,,,
channel-0,4038349,30291226,30291256.0,30.0,,,,
channel-19774,345943,30291226,30291239.0,13.0,,,,
channel-750,682603,30291228,30291239.0,11.0,,,,
channel-79703,4441,30291230,30291244.0,14.0,,,,
channel-750,682604,30291233,30291249.0,16.0,,,,
channel-6994,1324457,30291234,30291290.0,56.0,,,,
channel-199,132716,30291235,30291248.0,13.0,,,,
channel-874,293034,30291237,30291242.0,5.0,,,,
channel-6994,1324458,30291239,30291265.0,26.0,,,,
channel-326,537798,30291240,30291245.0,5.0,,,,
channel-38946,124159,30291240,30291253.0,13.0,,,,
channel-750,682605,30291251,30291256.0,5.0,,,,
channel-750,682606,30291252,30291265.0,13.0,,,,
channel-91017,2831,30291253,30291264.0,11.0,,,,
channel-2188,43643,30291254,30291258.0,4.0,,,,
channel-89321,19427,30291257,30291267.0,10.0,,,,
channel-208,1490073,30291259,30291267.0,8.0,,,,
channel-750,682607,30291263,30291280.0,17.0,,,,
channel-122,667986,30291266,30291270.0,4.0,,,,
channel-208,1490074,30291268,30291277.0,9.0,,,,
channel-0,4038350,30291268,30291278.0,10.0,,,,
channel-0,4038351,30291278,30291289.0,11.0,,,,
channel-5485,1713,30291279,30291295.0,16.0,,,,
channel-6994,1324459,30291281,30291313.0,32.0,,,,
channel-0,4038352,30291282,30291307.0,25.0,,,,
channel-6994,1324460,30291283,30291300.0,17.0,,,,
channel-6994,1324461,30291288,30291318.0,30.0,,,,
channel-1,408350,30291293,30291310.0,17.0,,,,
channel-75016,4625,30291293,30291308.0,15.0,,,,
channel-208,1490075,30291298,30291308.0,10.0,,,,
channel-19774,345944,30291301,30291306.0,5.0,,,,
channel-6994,1324462,30291301,30291313.0,12.0,,,,
channel-122,667987,30291303,30291307.0,4.0,,,,
channel-874,293035,30291307,30291311.0,4.0,,,,
channel-6994,1324463,30291308,30291355.0,47.0,,,,
channel-2188,43644,30291309,30291314.0,5.0,,,,
channel-42,1489993,30291313,30291324.0,11.0,,,,
channel-19774,345945,30291316,30291337.0,21.0,,,,
channel-208,1490076,30291319,30291330.0,11.0,,,,
channel-88,467106,30291322,30291339.0,17.0,,,,
channel-259,314288,30291323,30291329.0,6.0,,,,
channel-85077,60073,30291325,30291337.0,12.0,,,,
channel-4,166949,30291325,30291335.0,10.0,,,,
channel-750,682608,30291325,30291330.0,5.0,,,,
channel-0,4038353,30291325,30291333.0,8.0,,,,
channel-0,4038354,30291326,30291346.0,20.0,,,,
channel-204,670790,30291327,30291335.0,8.0,,,,
channel-259,314289,30291328,30291334.0,6.0,,,,
channel-42,1489994,30291329,30291339.0,10.0,,,,
channel-750,682609,30291333,30291338.0,5.0,,,,
channel-874,293036,30291335,30291348.0,13.0,,,,
channel-750,682610,30291337,30291342.0,5.0,,,,
channel-1,408351,30291337,30291347.0,10.0,,,,
channel-0,4038355,30291338,30291420.0,82.0,,,,
channel-0,4038356,30291342,30291355.0,13.0,,,,
channel-412,64551,30291345,30291355.0,10.0,,,,
channel-208,1490077,30291345,30291353.0,8.0,,,,
channel-874,293037,30291346,30291353.0,7.0,,,,
channel-208,1490078,30291346,30291358.0,12.0,,,,
channel-21113,25325,30291346,30291349.0,3.0,,,,
channel-0,4038357,30291346,30291368.0,22.0,,,,
channel-6994,1324464,30291353,30291376.0,23.0,,,,
channel-89321,19428,30291361,30291369.0,8.0,,,,
channel-750,682611,30291363,30291373.0,10.0,,,,
channel-6994,1324465,30291367,30291422.0,55.0,,,,
channel-362,86680,30291368,30291377.0,9.0,,,,
channel-6994,1324466,30291380,30291392.0,12.0,,,,
channel-89321,19429,30291385,30291396.0,11.0,,,,
channel-122,667988,30291386,30291401.0,15.0,,,,
channel-199,132717,30291390,30291420.0,30.0,,,,
channel-874,293038,30291391,30291399.0,8.0,,,,
channel-79703,4442,30291395,30291408.0,13.0,,,,
channel-0,4038358,30291396,30291429.0,33.0,,,,
channel-0,4038359,30291396,30291420.0,24.0,,,,
channel-89321,19430,30291411,30291418.0,7.0,,,,
channel-75016,4626,30291421,30291440.0,19.0,,,,
channel-19774,345946,30291425,30291429.0,4.0,,,,
channel-874,293039,30291427,30291442.0,15.0,,,,
channel-0,4038360,30291428,30291445.0,17.0,,,,
channel-89321,19431,30291429,30291436.0,7.0,,,,
channel-208,1490079,30291430,30291440.0,10.0,,,,
channel-0,4038361,30291431,30291451.0,20.0,,,,
channel-6994,1324467,30291435,30291477.0,42.0,,,,
channel-6994,1324468,30291436,30291462.0,26.0,,,,
channel-874,293040,30291436,30291442.0,6.0,,,,
channel-0,4038362,30291437,30291445.0,8.0,,,,
channel-750,682612,30291441,30291445.0,4.0,,,,
channel-750,682613,30291442,30291455.0,13.0,,,,
channel-0,4038363,30291445,30291451.0,6.0,,,,
channel-75,845009,30291449,30291455.0,6.0,,,,
channel-0,4038364,30291451,30291458.0,7.0,,,,
channel-208,1490080,30291453,30291463.0,10.0,,,,
channel-199,132718,30291455,30291481.0,26.0,,,,
channel-4,166950,30291455,30291495.0,40.0,,,,
channel-0,4038365,30291459,30291488.0,29.0,,,,
channel-0,4038366,30291463,30291481.0,18.0,,,,
channel-85077,60074,30291463,30291474.0,11.0,,,,
channel-188,190567,30291463,30291508.0,45.0,,,,
channel-75,845010,30291465,30291473.0,8.0,,,,
channel-208,1490081,30291465,30291477.0,12.0,,,,
channel-750,682614,30291466,30291482.0,16.0,,,,
channel-6787,166694,30291467,30291472.0,5.0,,,,
channel-874,293041,30291472,30291488.0,16.0,,,,
channel-0,4038367,30291473,30291500.0,27.0,,,,
channel-874,293042,30291481,30291488.0,7.0,,,,
channel-91017,2832,30291483,30291492.0,9.0,,,,
channel-19774,345947,30291491,30291502.0,11.0,,,,
channel-42,1489995,30291493,30291500.0,7.0,,,,
channel-783,104230,30291493,30291503.0,10.0,,,,
channel-750,682615,30291493,30291508.0,15.0,,,,
channel-783,104231,30291493,30291503.0,10.0,,,,
channel-259,314290,30291496,30291502.0,6.0,,,,
channel-184,137412,30291496,30291510.0,14.0,,,,
channel-6994,1324469,30291498,30291540.0,42.0,,,,
channel-188,190568,30291499,30291546.0,47.0,,,,
channel-874,293043,30291506,30291510.0,4.0,,,,
channel-143,128341,30291509,30291547.0,38.0,,,,
channel-143,128342,30291518,30291533.0,15.0,,,,
channel-91017,2833,30291522,30291533.0,11.0,,,,
channel-874,293044,30291524,30291533.0,9.0,,,,
channel-874,293045,30291524,30291533.0,9.0,,,,
channel-642,126505,30291532,30291545.0,13.0,,,,
channel-750,682616,30291536,30291553.0,17.0,,,,
channel-143,128343,30291542,30291595.0,53.0,,,,
channel-0,4038368,30291546,30291558.0,12.0,,,,
channel-6994,1324470,30291547,30291561.0,14.0,,,,
channel-874,293046,30291551,30291559.0,8.0,,,,
channel-750,682617,30291555,30291566.0,11.0,,,,
channel-782,310183,30291557,30291564.0,7.0,,,,
channel-6994,1324471,30291559,30291606.0,47.0,,,,
channel-0,4038369,30291559,30291568.0,9.0,,,,
channel-6994,1324472,30291567,30291579.0,12.0,,,,
channel-79703,4443,30291568,30291582.0,14.0,,,,
channel-89321,19432,30291568,30291578.0,10.0,,,,
channel-199,132719,30291585,30291594.0,9.0,,,,
channel-750,682618,30291594,30291605.0,11.0,,,,
channel-85077,60075,30291602,30291610.0,8.0,,,,
channel-0,4038370,30291606,30291616.0,10.0,,,,
channel-204,670791,30291610,30291616.0,6.0,,,,
channel-6994,1324473,30291622,30291671.0,49.0,,,,
channel-750,682619,30291623,30291633.0,10.0,,,,
channel-782,310184,30291626,30291632.0,6.0,,,,
channel-6994,1324474,30291644,30291653.0,9.0,,,,
channel-143,128344,30291650,30291701.0,51.0,,,,
channel-6994,1324475,30291655,30291667.0,12.0,,,,
channel-0,4038371,30291664,30291674.0,10.0,,,,
channel-6994,1324476,30291664,30291681.0,17.0,,,,
channel-0,4038372,30291666,30291674.0,8.0,,,,
channel-750,682620,30291672,30291677.0,5.0,,,,
channel-750,682621,30291673,30291687.0,14.0,,,,
channel-750,682622,30291673,30291685.0,12.0,,,,
channel-199,132720,30291673,30291681.0,8.0,,,,
channel-108,39848,30291680,30291695.0,15.0,,,,
channel-750,682623,30291685,30291698.0,13.0,,,,
channel-1429,140711,30291688,30291696.0,8.0,,,,
channel-143,128345,30291690,30291755.0,65.0,,,,
channel-259,314291,30291690,30291696.0,6.0,,,,
channel-6994,1324477,30291690,30291746.0,56.0,,,,
channel-750,682624,30291691,30291704.0,13.0,,,,
channel-4,166951,30291694,30291724.0,30.0,,,,
channel-0,4038373,30291706,30291715.0,9.0,,,,
channel-204,670792,30291710,30304991.0,13281.0,,,,
channel-750,682625,30291710,30291722.0,12.0,,,,
channel-750,682626,30291710,30291715.0,5.0,,,,
channel-4,166952,30291721,30291747.0,26.0,,,,
channel-750,682627,30291725,30291733.0,8.0,,,,
channel-750,682628,30291727,30291739.0,12.0,,,,
channel-208,1490082,30291730,30291740.0,10.0,,,,
channel-6994,1324478,30291730,30291741.0,11.0,,,,
channel-0,4038374,30291733,30291746.0,13.0,,,,
channel-750,682629,30291736,30291739.0,3.0,,,,
channel-320,119191,30291743,30291781.0,38.0,,,,
channel-750,682630,30291744,30291749.0,5.0,,,,
channel-259,314292,30291747,30291755.0,8.0,,,,
channel-4,166953,30291747,30291772.0,25.0,,,,
channel-750,682631,30291748,30291761.0,13.0,,,,
channel-750,682632,30291748,30291753.0,5.0,,,,
channel-2188,43645,30291750,30291755.0,5.0,,,,
channel-0,4038375,30291753,30291761.0,8.0,,,,
channel-874,293047,30291767,30291775.0,8.0,,,,
channel-0,4038376,30291768,30291781.0,13.0,,,,
channel-750,682633,30291768,30291781.0,13.0,,,,
channel-122,667989,30291770,30291774.0,4.0,,,,
channel-143,128346,30291774,30291869.0,95.0,,,,
channel-750,682634,30291774,30291779.0,5.0,,,,
channel-1429,140712,30291777,30291788.0,11.0,,,,
channel-208,1490083,30291784,30291793.0,9.0,,,,
channel-522,40435,30291788,30291801.0,13.0,,,,
channel-750,682635,30291789,30291802.0,13.0,,,,
channel-750,682636,30291793,30291811.0,18.0,,,,
channel-199,132721,30291793,30291805.0,12.0,,,,
channel-229,55020,30291797,30291808.0,11.0,,,,
channel-2186,40779,30291798,30291809.0,11.0,,,,
channel-2186,40780,30291812,30291827.0,15.0,,,,
channel-750,682637,30291817,30291834.0,17.0,,,,
channel-143,128347,30291825,30291835.0,10.0,,,,
channel-0,4038377,30291826,30291837.0,11.0,,,,
channel-750,682638,30291827,30291837.0,10.0,,,,
channel-73755,5833,30291844,30291852.0,8.0,,,,
channel-0,4038378,30291865,30291876.0,11.0,,,,
channel-750,682639,30291865,30291881.0,16.0,,,,
channel-85077,60076,30291866,30291875.0,9.0,,,,
channel-4,166954,30291874,30291897.0,23.0,,,,
channel-1575,15191,30291874,30291884.0,10.0,,,,
channel-51,20930,30291877,30291893.0,16.0,,,,
channel-750,682640,30291890,30291895.0,5.0,,,,
channel-85077,60077,30291896,30291907.0,11.0,,,,
channel-208,1490084,30291900,30291912.0,12.0,,,,
channel-750,682641,30291906,30291919.0,13.0,,,,
channel-750,682642,30291906,30291916.0,10.0,,,,
channel-750,682643,30291907,30291920.0,13.0,,,,
channel-2188,43646,30291917,30291922.0,5.0,,,,
channel-750,682644,30291924,30291928.0,4.0,,,,
channel-2186,40781,30291926,30291937.0,11.0,,,,
channel-199,132722,30291935,30291944.0,9.0,,,,
channel-146,20029,30291935,30291955.0,20.0,,,,
channel-0,4038379,30291937,30291946.0,9.0,,,,
channel-750,682645,30291941,30291949.0,8.0,,,,
channel-2188,43647,30291941,30291946.0,5.0,,,,
channel-6994,1324479,30291941,30291975.0,34.0,,,,
channel-750,682646,30291942,30291954.0,12.0,,,,
channel-79703,4444,30291942,30291955.0,13.0,,,,
channel-6994,1324480,30291949,30291959.0,10.0,,,,
channel-783,104232,30291955,30291963.0,8.0,,,,
channel-0,4038380,30291959,30291970.0,11.0,,,,
channel-85077,60078,30291959,30291970.0,11.0,,,,
channel-750,682647,30291967,30291976.0,9.0,,,,
channel-0,4038381,30291971,30291996.0,25.0,,,,
channel-94814,3760,30291976,30291986.0,10.0,,,,
channel-85077,60079,30291977,30291986.0,9.0,,,,
channel-874,293048,30291977,30291987.0,10.0,,,,
channel-208,1490085,30291982,30291995.0,13.0,,,,
channel-2188,43648,30291987,30291992.0,5.0,,,,
channel-208,1490086,30291988,30292000.0,12.0,,,,
channel-522,40436,30291995,30292003.0,8.0,,,,
channel-85791,3760,30291999,30292004.0,5.0,,,,
channel-750,682648,30292001,30292015.0,14.0,,,,
channel-750,682649,30292005,30292015.0,10.0,,,,
channel-2188,43649,30292014,30292019.0,5.0,,,,
channel-208,1490087,30292014,30292028.0,14.0,,,,
channel-89321,19433,30292016,30292028.0,12.0,,,,
channel-89321,19434,30292022,30292029.0,7.0,,,,
channel-6994,1324481,30292026,30292032.0,6.0,,,,
channel-20082,9879,30292027,30292036.0,9.0,,,,
channel-0,4038382,30292034,30292079.0,45.0,,,,
channel-85791,3761,30292039,30292045.0,6.0,,,,
channel-1,408352,30292041,30292056.0,15.0,,,,
channel-750,682650,30292042,30292051.0,9.0,,,,
channel-522,40437,30292045,30292056.0,11.0,,,,
channel-6994,1324482,30292049,30292060.0,11.0,,,,
channel-6994,1324483,30292049,30292070.0,21.0,,,,
channel-0,4038383,30292050,30292084.0,34.0,,,,
channel-85077,60080,30292051,30292060.0,9.0,,,,
channel-19774,345948,30292060,30292074.0,14.0,,,,
channel-782,310185,30292062,30292069.0,7.0,,,,
channel-199,132723,30292075,30292082.0,7.0,,,,
channel-0,4038384,30292084,30292094.0,10.0,,,,
channel-750,682651,30292085,30292090.0,5.0,,,,
channel-208,1490088,30292099,30292109.0,10.0,,,,
channel-89321,19435,30292103,30292113.0,10.0,,,,
channel-208,1490089,30292113,30292122.0,9.0,,,,
channel-208,1490090,30292118,30292126.0,8.0,,,,
channel-1429,140713,30292119,30292127.0,8.0,,,,
channel-0,4038385,30292120,30292144.0,24.0,,,,
