channel_id,sequence,send_height,ack_height,block_delay,send_time,ack_time,time_delay_sec
channel-85077,59944,30282251,30282262,11,2025-02-24 20:50:24.141251,2025-02-24 20:50:38.467449,14.326198
channel-85077,59945,30282280,30282290,10,2025-02-24 20:51:01.688426,2025-02-24 20:51:13.014410,11.325984
channel-85077,59946,30282348,30282359,11,2025-02-24 20:52:27.733651,2025-02-24 20:52:40.787724,13.054073
channel-85077,59947,30282349,30282359,10,2025-02-24 20:52:28.942062,2025-02-24 20:52:40.787724,11.845662
channel-85077,59948,30282362,30282370,8,2025-02-24 20:52:44.296982,2025-02-24 20:52:57.601481,13.304499
channel-85077,59949,30282376,30282388,12,2025-02-24 20:53:05.649507,2025-02-24 20:53:19.923272,14.273765
channel-85077,59950,30282380,30282389,9,2025-02-24 20:53:10.195342,2025-02-24 20:53:20.939883,10.744541
channel-85077,59951,30282415,30282423,8,2025-02-24 20:53:56.962295,2025-02-24 20:54:11.248723,14.286428
channel-85077,59952,30282416,30282423,7,2025-02-24 20:53:58.260710,2025-02-24 20:54:11.248723,12.988013
channel-85077,59953,30282417,30282430,13,2025-02-24 20:54:04.021927,2025-02-24 20:54:20.693766,16.671839
channel-85077,59954,30282422,30282458,36,2025-02-24 20:54:09.989985,2025-02-24 20:54:57.895268,47.905283
channel-85077,59955,30282423,30282433,10,2025-02-24 20:54:11.248723,2025-02-24 20:54:25.196908,13.948185
channel-85077,59956,30282432,30282442,10,2025-02-24 20:54:23.551475,2025-02-24 20:54:35.947737,12.396262
channel-85077,59957,30282438,30282458,20,2025-02-24 20:54:31.242536,2025-02-24 20:54:57.895268,26.652732
channel-85077,59958,30282454,30282468,14,2025-02-24 20:54:52.379831,2025-02-24 20:55:11.416408,19.036577
channel-85077,59959,30282454,30282468,14,2025-02-24 20:54:52.379831,2025-02-24 20:55:11.416408,19.036577
channel-85077,59960,30282470,30282488,18,2025-02-24 20:55:13.780106,2025-02-24 20:55:37.628663,23.848557
channel-85077,59961,30282472,30282481,9,2025-02-24 20:55:15.985936,2025-02-24 20:55:27.467549,11.481613
channel-85077,59962,30282473,30282485,12,2025-02-24 20:55:18.184219,2025-02-24 20:55:33.083203,14.898984
channel-85077,59963,30282480,30282488,8,2025-02-24 20:55:26.322681,2025-02-24 20:55:37.628663,11.305982
channel-85077,59964,30282486,30282495,9,2025-02-24 20:55:34.307400,2025-02-24 20:55:46.003765,11.696365
channel-85077,59965,30282504,30282514,10,2025-02-24 20:55:58.745073,2025-02-24 20:56:12.380632,13.635559
channel-85077,59966,30282506,30282516,10,2025-02-24 20:56:00.984345,2025-02-24 20:56:15.137222,14.152877
channel-85077,59967,30282544,30282551,7,2025-02-24 20:56:49.538051,2025-02-24 20:56:58.993628,9.455577
channel-85077,59968,30282625,30282650,25,2025-02-24 20:58:38.977095,2025-02-24 20:59:08.207536,29.230441
channel-85077,59969,30282638,30282650,12,2025-02-24 20:58:54.487403,2025-02-24 20:59:08.207536,13.720133
channel-85077,59970,30282642,30282673,31,2025-02-24 20:58:59.026620,2025-02-24 20:59:37.618033,38.591413
channel-85077,59971,30282704,30282776,72,2025-02-24 21:00:21.295310,2025-02-24 21:01:57.229577,95.934267
channel-85077,59972,30282895,30282904,9,2025-02-24 21:04:34.512577,2025-02-24 21:04:46.870295,12.357718
channel-85077,59973,30282911,30282924,13,2025-02-24 21:04:56.343787,2025-02-24 21:05:13.122079,16.778292
channel-85077,59974,30282966,30282983,17,2025-02-24 21:06:09.590653,2025-02-24 21:06:31.214241,21.623588
channel-85077,59975,30283045,30283059,14,2025-02-24 21:07:57.661832,2025-02-24 21:08:15.823428,18.161596
channel-85077,59976,30283424,30283435,11,2025-02-24 21:16:13.292943,2025-02-24 21:16:28.071273,14.77833
channel-85077,59977,30283476,30283490,14,2025-02-24 21:17:23.485823,2025-02-24 21:17:42.208661,18.722838
channel-85077,59978,30283518,30283544,26,2025-02-24 21:18:14.470113,2025-02-24 21:18:49.375716,34.905603
channel-85077,59979,30283522,30283538,16,2025-02-24 21:18:19.943488,2025-02-24 21:18:42.615652,22.672164
channel-85077,59980,30283882,30283891,9,2025-02-24 21:26:12.871117,2025-02-24 21:26:23.837600,10.966483
channel-85077,59981,30284021,30284029,8,2025-02-24 21:29:15.558353,2025-02-24 21:29:24.906775,9.348422
channel-85077,59982,30284037,30284051,14,2025-02-24 21:29:34.127800,2025-02-24 21:29:53.075239,18.947439
channel-85077,59983,30284527,30284537,10,2025-02-24 21:40:28.787702,2025-02-24 21:40:41.416634,12.628932
channel-85077,59984,30284643,30284652,9,2025-02-24 21:42:55.867631,2025-02-24 21:43:08.095421,12.22779
channel-85077,59985,30284652,30284661,9,2025-02-24 21:43:08.095421,2025-02-24 21:43:18.782834,10.687413
channel-85077,59986,30284692,30284710,18,2025-02-24 21:44:06.666798,2025-02-24 21:44:28.432011,21.765213
channel-85077,59987,30284751,30284760,9,2025-02-24 21:45:21.946460,2025-02-24 21:45:34.012106,12.065646
channel-85077,59988,30284767,30284776,9,2025-02-24 21:45:42.353401,2025-02-24 21:45:54.029742,11.676341
channel-85077,59989,30284808,30284818,10,2025-02-24 21:46:33.960908,2025-02-24 21:46:45.686699,11.725791
channel-85077,59990,30284938,30284947,9,2025-02-24 21:49:27.546994,2025-02-24 21:49:38.522921,10.975927
channel-85077,59991,30284981,30284990,9,2025-02-24 21:50:22.950141,2025-02-24 21:50:33.995762,11.045621
channel-85077,59992,30285102,30285108,6,2025-02-24 21:52:58.231950,2025-02-24 21:53:10.012857,11.780907
channel-85077,59993,30285104,30285120,16,2025-02-24 21:53:01.102319,2025-02-24 21:53:28.288388,27.186069
channel-85077,59994,30285127,30285138,11,2025-02-24 21:53:37.670058,2025-02-24 21:53:50.578433,12.908375
channel-85077,59995,30285133,30285141,8,2025-02-24 21:53:44.704327,2025-02-24 21:53:55.086589,10.382262
channel-85077,59996,30285133,30285141,8,2025-02-24 21:53:44.704327,2025-02-24 21:53:55.086589,10.382262
channel-85077,59997,30285173,30285182,9,2025-02-24 21:54:36.578395,2025-02-24 21:54:48.656226,12.077831
channel-85077,59998,30285264,30285274,10,2025-02-24 21:56:32.135938,2025-02-24 21:56:44.245687,12.109749
channel-85077,59999,30285283,30285294,11,2025-02-24 21:57:00.156420,2025-02-24 21:57:13.385477,13.229057
channel-85077,60000,30285293,30285302,9,2025-02-24 21:57:12.233728,2025-02-24 21:57:22.481967,10.248239
channel-85077,60001,30285332,30285343,11,2025-02-24 21:58:06.591437,2025-02-24 21:58:19.746027,13.15459
channel-85077,60002,30285359,30285365,6,2025-02-24 21:58:39.456809,2025-02-24 21:58:50.573755,11.116946
channel-85077,60003,30285410,30285449,39,2025-02-24 21:59:46.166949,2025-02-24 22:00:35.723634,49.556685
channel-85077,60004,30285410,30285449,39,2025-02-24 21:59:46.166949,2025-02-24 22:00:35.723634,49.556685
channel-85077,60005,30285468,30285479,11,2025-02-24 22:01:07.424323,2025-02-24 22:01:20.164365,12.740042
channel-85077,60006,30285510,30285519,9,2025-02-24 22:02:04.248812,2025-02-24 22:02:18.919101,14.670289
channel-85077,60007,30285622,30285628,6,2025-02-24 22:04:54.247084,2025-02-24 22:05:06.386233,12.139149
channel-85077,60008,30285628,30285635,7,2025-02-24 22:05:06.386233,2025-02-24 22:05:15.892655,9.506422
channel-85077,60009,30285686,30285712,26,2025-02-24 22:06:23.063445,2025-02-24 22:06:58.028943,34.965498
channel-85077,60010,30285872,30285880,8,2025-02-24 22:10:35.578418,2025-02-24 22:10:47.157669,11.579251
channel-85077,60011,30286091,30286101,10,2025-02-24 22:15:33.968229,2025-02-24 22:15:46.889538,12.921309
channel-85077,60012,30286230,30286239,9,2025-02-24 22:18:41.440227,2025-02-24 22:18:55.040558,13.600331
channel-85077,60013,30286275,30286285,10,2025-02-24 22:19:41.747390,2025-02-24 22:19:54.551095,12.803705
channel-85077,60014,30286279,30286290,11,2025-02-24 22:19:47.666497,2025-02-24 22:20:00.520900,12.854403
channel-85077,60015,30286326,30286340,14,2025-02-24 22:20:50.314585,2025-02-24 22:21:07.213740,16.899155
channel-85077,60016,30286344,30286354,10,2025-02-24 22:21:11.955497,2025-02-24 22:21:26.456144,14.500647
channel-85077,60017,30286373,30286392,19,2025-02-24 22:21:52.779734,2025-02-24 22:22:17.465474,24.68574
channel-85077,60018,30286438,30286450,12,2025-02-24 22:23:21.032562,2025-02-24 22:23:35.142592,14.11003
channel-85077,60019,30286585,30286595,10,2025-02-24 22:26:36.909770,2025-02-24 22:26:49.542944,12.633174
channel-85077,60020,30286734,30286744,10,2025-02-24 22:29:47.614620,2025-02-24 22:30:00.526030,12.91141
channel-85077,60021,30286747,30286756,9,2025-02-24 22:30:03.893786,2025-02-24 22:30:17.744211,13.850425
channel-85077,60022,30286890,30286902,12,2025-02-24 22:33:12.410252,2025-02-24 22:33:26.375996,13.965744
channel-85077,60023,30286904,30286912,8,2025-02-24 22:33:28.694862,2025-02-24 22:33:40.905902,12.21104
channel-85077,60024,30286946,30286956,10,2025-02-24 22:34:23.470502,2025-02-24 22:34:36.503837,13.033335
channel-85077,60025,30287114,30287128,14,2025-02-24 22:38:10.150497,2025-02-24 22:38:29.040265,18.889768
channel-85077,60026,30287157,30287168,11,2025-02-24 22:39:05.267657,2025-02-24 22:39:18.085556,12.817899
channel-85077,60027,30287410,30287421,11,2025-02-24 22:44:40.800201,2025-02-24 22:44:54.084837,13.284636
channel-85077,60028,30287413,30287423,10,2025-02-24 22:44:44.841363,2025-02-24 22:44:56.482242,11.640879
channel-85077,60029,30287553,30287561,8,2025-02-24 22:47:51.001565,2025-02-24 22:48:01.524791,10.523226
channel-85077,60030,30287572,30287582,10,2025-02-24 22:48:14.142114,2025-02-24 22:48:26.495820,12.353706
channel-85077,60031,30287833,30287843,10,2025-02-24 22:54:07.449073,2025-02-24 22:54:19.951290,12.502217
channel-85077,60032,30288035,30288045,10,2025-02-24 22:58:38.891549,2025-02-24 22:58:57.026206,18.134657
channel-85077,60033,30288042,30288052,10,2025-02-24 22:58:49.895222,2025-02-24 22:59:08.071333,18.176111
channel-85077,60034,30288045,30288054,9,2025-02-24 22:58:57.026206,2025-02-24 22:59:10.493130,13.466924
channel-85077,60035,30288098,30288109,11,2025-02-24 23:00:05.731065,2025-02-24 23:00:20.787481,15.056416
channel-85077,60036,30288136,30288147,11,2025-02-24 23:00:56.921753,2025-02-24 23:01:15.962889,19.041136
channel-85077,60037,30288153,30288163,10,2025-02-24 23:01:23.041369,2025-02-24 23:01:36.572878,13.531509
channel-85077,60038,30288199,30288212,13,2025-02-24 23:02:23.181296,2025-02-24 23:02:39.109854,15.928558
channel-85077,60039,30288224,30288231,7,2025-02-24 23:02:54.876095,2025-02-24 23:03:10.732841,15.856746
channel-85077,60040,30288333,30288345,12,2025-02-24 23:05:26.338437,2025-02-24 23:05:40.859901,14.521464
channel-85077,60041,30288376,30288390,14,2025-02-24 23:06:22.755854,2025-02-24 23:06:39.548012,16.792158
channel-85077,60042,30288450,30288469,19,2025-02-24 23:08:02.429087,2025-02-24 23:08:25.886022,23.456935
channel-85077,60043,30288484,30288502,18,2025-02-24 23:08:47.716521,2025-02-24 23:09:12.398405,24.681884
channel-85077,60044,30288502,30288511,9,2025-02-24 23:09:12.398405,2025-02-24 23:09:24.386505,11.9881
channel-85077,60045,30288503,30288520,17,2025-02-24 23:09:14.880666,2025-02-24 23:09:35.476195,20.595529
channel-85077,60046,30288599,30288611,12,2025-02-24 23:11:20.946984,2025-02-24 23:11:35.702452,14.755468
channel-85077,60047,30288728,30288739,11,2025-02-24 23:14:08.657397,2025-02-24 23:14:21.731810,13.074413
channel-85077,60048,30288743,30288749,6,2025-02-24 23:14:27.326593,2025-02-24 23:14:38.045672,10.719079
channel-85077,60049,30288820,30288829,9,2025-02-24 23:16:06.744994,2025-02-24 23:16:19.875804,13.13081
channel-85077,60050,30288855,30288863,8,2025-02-24 23:16:55.511491,2025-02-24 23:17:05.765538,10.254047
channel-85077,60051,30288889,30288898,9,2025-02-24 23:17:39.878377,2025-02-24 23:17:51.290918,11.412541
channel-85077,60052,30288948,30288959,11,2025-02-24 23:18:54.856119,2025-02-24 23:19:08.923187,14.067068
channel-85077,60053,30289156,30289165,9,2025-02-24 23:23:28.972836,2025-02-24 23:23:40.308439,11.335603
channel-85077,60054,30289355,30289365,10,2025-02-24 23:28:01.542181,2025-02-24 23:28:13.784699,12.242518
channel-85077,60055,30289357,30289371,14,2025-02-24 23:28:03.927302,2025-02-24 23:28:22.012694,18.085392
channel-85077,60056,30289376,30289386,10,2025-02-24 23:28:29.087045,2025-02-24 23:28:42.238592,13.151547
channel-85077,60057,30289392,30289400,8,2025-02-24 23:28:50.631024,2025-02-24 23:29:00.001181,9.370157
channel-85077,60058,30289464,30289472,8,2025-02-24 23:30:26.375996,2025-02-24 23:30:41.244184,14.868188
channel-85077,60059,30289591,30289618,27,2025-02-24 23:33:14.516965,2025-02-24 23:33:53.636315,39.11935
channel-85077,60060,30289712,30289723,11,2025-02-24 23:36:00.056373,2025-02-24 23:36:17.539655,17.483282
channel-85077,60061,30289781,30289791,10,2025-02-24 23:37:29.728094,2025-02-24 23:37:45.608573,15.880479
channel-85077,60062,30289785,30289794,9,2025-02-24 23:37:37.840047,2025-02-24 23:37:49.007082,11.167035
channel-85077,60063,30289972,30289981,9,2025-02-24 23:41:54.049887,2025-02-24 23:42:05.166289,11.116402
channel-85077,60064,30290096,30290105,9,2025-02-24 23:44:37.594439,2025-02-24 23:44:48.271321,10.676882
channel-85077,60065,30290096,30290105,9,2025-02-24 23:44:37.594439,2025-02-24 23:44:48.271321,10.676882
channel-85077,60066,30290168,30290179,11,2025-02-24 23:46:13.638532,2025-02-24 23:46:26.643699,13.005167
channel-85077,60067,30290208,30290216,8,2025-02-24 23:47:03.814019,2025-02-24 23:47:13.833289,10.01927
channel-85077,60068,30290225,30290233,8,2025-02-24 23:47:28.787625,2025-02-24 23:47:38.683947,9.896322
channel-85077,60069,30290723,30290731,8,2025-02-24 23:58:24.410741,2025-02-24 23:58:36.207474,11.796733
channel-85077,60070,30291158,30291209,51,2025-02-25 00:08:04.545612,2025-02-25 00:09:15.566536,71.020924
channel-85077,60071,30291202,30291209,7,2025-02-25 00:09:01.046280,2025-02-25 00:09:15.566536,14.520256
channel-85077,60072,30291209,30291219,10,2025-02-25 00:09:15.566536,2025-02-25 00:09:28.197364,12.630828
channel-85077,60073,30291325,30291337,12,2025-02-25 00:11:45.987530,2025-02-25 00:12:01.270773,15.283243
channel-85077,60074,30291463,30291474,11,2025-02-25 00:15:00.183483,2025-02-25 00:15:13.817592,13.634109
channel-85077,60075,30291602,30291610,8,2025-02-25 00:18:10.896833,2025-02-25 00:18:21.877529,10.980696
channel-85077,60076,30291866,30291875,9,2025-02-25 00:24:02.515891,2025-02-25 00:24:13.729615,11.213724
channel-85077,60077,30291896,30291907,11,2025-02-25 00:24:39.958451,2025-02-25 00:24:53.418903,13.460452
channel-85077,60078,30291959,30291970,11,2025-02-25 00:26:03.677286,2025-02-25 00:26:21.005733,17.328447
channel-85077,60079,30291977,30291986,9,2025-02-25 00:26:32.310452,2025-02-25 00:26:45.016291,12.705839
channel-85077,60080,30292051,30292060,9,2025-02-25 00:28:10.279982,2025-02-25 00:28:21.501311,11.221329
channel-85077,60081,30292231,30292242,11,2025-02-25 00:32:04.564581,2025-02-25 00:32:18.338077,13.773496
channel-85077,60082,30292411,30292420,9,2025-02-25 00:36:02.547658,2025-02-25 00:36:14.616825,12.069167
channel-85077,60083,30292537,30292547,10,2025-02-25 00:38:47.388624,2025-02-25 00:38:58.797017,11.408393
channel-85077,60084,30292619,30292628,9,2025-02-25 00:40:34.345844,2025-02-25 00:40:47.102903,12.757059
channel-85077,60085,30292871,30292878,7,2025-02-25 00:46:05.758188,2025-02-25 00:46:15.783403,10.025215
channel-85077,60086,30293210,30293230,20,2025-02-25 00:53:34.184230,2025-02-25 00:54:02.763822,28.579592
channel-85077,60087,30293306,30293315,9,2025-02-25 00:55:41.995150,2025-02-25 00:55:54.311764,12.316614
channel-85077,60088,30293340,30293349,9,2025-02-25 00:56:28.548960,2025-02-25 00:56:39.691642,11.142682
channel-85077,60089,30293648,30293658,10,2025-02-25 01:03:18.968547,2025-02-25 01:03:31.679188,12.710641
channel-85077,60090,30293652,30293661,9,2025-02-25 01:03:24.743852,2025-02-25 01:03:35.202782,10.45893
channel-85077,60091,30293668,30293675,7,2025-02-25 01:03:43.188887,2025-02-25 01:03:53.055368,9.866481
channel-85077,60092,30294247,30294253,6,2025-02-25 01:16:31.070293,2025-02-25 01:16:42.072614,11.002321
channel-85077,60093,30294264,30294272,8,2025-02-25 01:16:56.011562,2025-02-25 01:17:07.321841,11.310279
channel-85077,60094,30294540,30294548,8,2025-02-25 01:22:58.405885,2025-02-25 01:23:09.173079,10.767194
channel-85077,60095,30294936,30294944,8,2025-02-25 01:31:43.256113,2025-02-25 01:31:53.667264,10.411151
channel-85077,60096,30295262,30295270,8,2025-02-25 01:38:57.459110,2025-02-25 01:39:08.252273,10.793163
channel-85077,60097,30296068,30296077,9,2025-02-25 01:56:39.468513,2025-02-25 01:56:50.976501,11.507988
channel-85077,60098,30296070,30296085,15,2025-02-25 01:56:41.869014,2025-02-25 01:57:00.771784,18.90277
channel-85077,60099,30296085,30296094,9,2025-02-25 01:57:00.771784,2025-02-25 01:57:12.782425,12.010641
channel-85077,60100,30296121,30296129,8,2025-02-25 01:57:50.730922,2025-02-25 01:58:01.566724,10.835802
channel-85077,60101,30296188,30296197,9,2025-02-25 01:59:16.296293,2025-02-25 01:59:28.323235,12.026942
channel-85077,60102,30296188,30296197,9,2025-02-25 01:59:16.296293,2025-02-25 01:59:28.323235,12.026942
channel-85077,60103,30296206,30296217,11,2025-02-25 01:59:39.149433,2025-02-25 01:59:53.188541,14.039108
channel-85077,60104,30296436,30296442,6,2025-02-25 02:04:42.117618,2025-02-25 02:04:50.331182,8.213564
channel-85077,60105,30296486,30296496,10,2025-02-25 02:05:47.110943,2025-02-25 02:05:58.577968,11.467025
channel-85077,60106,30296512,30296523,11,2025-02-25 02:06:20.229170,2025-02-25 02:06:33.603248,13.374078
channel-85077,60107,30296519,30296526,7,2025-02-25 02:06:28.945614,2025-02-25 02:06:38.577122,9.631508
channel-85077,60108,30296521,30296529,8,2025-02-25 02:06:31.238805,2025-02-25 02:06:43.129020,11.890215
channel-85077,60109,30296557,30296566,9,2025-02-25 02:07:23.380117,2025-02-25 02:07:34.879289,11.499172
channel-85077,60110,30296632,30296641,9,2025-02-25 02:09:02.094474,2025-02-25 02:09:13.733059,11.638585
channel-85077,60111,30296652,30296662,10,2025-02-25 02:09:28.511627,2025-02-25 02:09:40.063542,11.551915
channel-85077,60112,30296880,30296895,15,2025-02-25 02:14:37.014415,2025-02-25 02:14:58.568566,21.554151
channel-85077,60113,30296908,30296916,8,2025-02-25 02:15:14.520346,2025-02-25 02:15:25.497441,10.977095
channel-85077,60114,30297030,30297048,18,2025-02-25 02:17:56.504482,2025-02-25 02:18:19.036713,22.532231
channel-85077,60115,30297042,30297073,31,2025-02-25 02:18:10.890693,2025-02-25 02:18:55.560335,44.669642
channel-85077,60116,30297078,30297087,9,2025-02-25 02:19:02.022225,2025-02-25 02:19:12.175707,10.153482
channel-85077,60117,30297088,30297101,13,2025-02-25 02:19:13.253514,2025-02-25 02:19:29.475835,16.222321
channel-85077,60118,30297126,30297134,8,2025-02-25 02:20:01.491986,2025-02-25 02:20:12.658695,11.166709
channel-85077,60119,30297128,30297138,10,2025-02-25 02:20:05.694858,2025-02-25 02:20:17.473197,11.778339
channel-85077,60120,30297128,30297138,10,2025-02-25 02:20:05.694858,2025-02-25 02:20:17.473197,11.778339
channel-85077,60121,30297143,30297151,8,2025-02-25 02:20:23.820095,2025-02-25 02:20:37.277022,13.456927
channel-85077,60122,30297187,30297198,11,2025-02-25 02:21:27.673129,2025-02-25 02:21:41.671730,13.998601
channel-85077,60123,30297399,30297407,8,2025-02-25 02:26:09.666331,2025-02-25 02:26:20.286450,10.620119
channel-85077,60124,30297538,30297557,19,2025-02-25 02:29:06.069197,2025-02-25 02:29:29.643430,23.574233
channel-85077,60125,30297731,30297741,10,2025-02-25 02:33:18.697002,2025-02-25 02:33:32.304430,13.607428
channel-85077,60126,30297737,30297747,10,2025-02-25 02:33:27.732794,2025-02-25 02:33:39.225445,11.492651
channel-85077,60127,30297926,30297940,14,2025-02-25 02:37:35.602374,2025-02-25 02:37:56.073962,20.471588
channel-85077,60128,30297974,30297982,8,2025-02-25 02:38:40.780216,2025-02-25 02:38:53.607231,12.827015
channel-85077,60129,30297987,30297996,9,2025-02-25 02:38:59.606571,2025-02-25 02:39:10.264208,10.657637
channel-85077,60130,30298048,30298058,10,2025-02-25 02:40:19.291637,2025-02-25 02:40:31.082453,11.790816
channel-85077,60131,30298255,30298265,10,2025-02-25 02:44:53.945495,2025-02-25 02:45:07.149263,13.203768
channel-85077,60132,30298257,30298271,14,2025-02-25 02:44:56.142473,2025-02-25 02:45:14.368398,18.225925
channel-85077,60133,30298298,30298309,11,2025-02-25 02:45:48.309348,2025-02-25 02:46:02.030715,13.721367
channel-85077,60134,30298332,30298340,8,2025-02-25 02:46:31.159309,2025-02-25 02:46:42.867589,11.70828
channel-85077,60135,30298384,30298399,15,2025-02-25 02:47:44.974779,2025-02-25 02:48:03.375230,18.400451
