channel_id,sequence,send_height,ack_height,block_delay
channel-0,4033834,30120500,30120507,7
channel-199,132227,30120503,30120513,10
channel-85077,58007,30120519,30120540,21
channel-208,1488492,30120542,30120554,12
channel-6994,1321339,30120542,30120555,13
channel-122,667018,30120550,30120555,5
channel-6994,1321340,30120554,30120562,8
channel-0,4033835,30120557,30120567,10
channel-6994,1321341,30120572,30120585,13
channel-75,843664,30120601,30120618,17
channel-113,301202,30120607,30120619,12
channel-0,4033836,30120624,30120637,13
channel-113,301203,30120624,30120634,10
channel-0,4033837,30120630,30120642,12
channel-122,667019,30120636,30120640,4
channel-6994,1321342,30120645,30120660,15
channel-750,678953,30120651,30120665,14
channel-88,466886,30120657,30120807,150
channel-38946,123795,30120684,30120697,13
channel-85077,58008,30120685,30120696,11
channel-113,301204,30120693,30120703,10
channel-326,536656,30120693,30120697,4
channel-326,536657,30120693,30120697,4
channel-326,536658,30120693,30120697,4
channel-326,536659,30120693,30120697,4
channel-326,536660,30120693,30120697,4
channel-326,536661,30120693,30120697,4
channel-326,536662,30120693,30120697,4
channel-326,536663,30120693,30120697,4
channel-75,843665,30120697,30120705,8
channel-6994,1321343,30120697,30120723,26
channel-94814,3621,30120706,30120717,11
channel-75,843666,30120707,30120714,7
channel-0,4033838,30120717,30120726,9
channel-0,4033839,30120720,30120731,11
channel-113,301205,30120728,30120741,13
channel-326,536664,30120743,30120749,6
channel-326,536665,30120743,30120749,6
channel-326,536666,30120743,30120749,6
channel-326,536667,30120743,30120749,6
channel-326,536668,30120743,30120749,6
channel-326,536669,30120743,30120749,6
channel-326,536670,30120743,30120749,6
channel-113,301206,30120753,30120762,9
channel-208,1488493,30120759,30120773,14
channel-75,843667,30120761,30120768,7
channel-750,678954,30120766,30120769,3
channel-199,132228,30120770,30120781,11
channel-20082,9839,30120788,30120798,10
channel-38946,123796,30120791,30120808,17
channel-0,4033840,30120800,30120811,11
channel-0,4033841,30120803,30120817,14
channel-0,4033842,30120819,30120833,14
channel-326,536671,30120840,30120857,17
channel-326,536672,30120840,30120857,17
channel-326,536673,30120840,30120857,17
channel-326,536674,30120840,30120857,17
channel-326,536675,30120840,30120857,17
channel-326,536676,30120840,30120857,17
channel-85077,58009,30120842,30120870,28
channel-326,536677,30120846,30120867,21
