channel_id,sequence,send_height,send_time,ack_height,ack_time,block_delay,time_delay_sec,fee_amount,fee_denom,send_tx_hash,ack_tx_hash
channel-0,4036564,30230003,2025-02-24T01:30:47.732234,30230015.0,2025-02-24T01:31:03.104789,12.0,15.372555,,,,
channel-1,408148,30230011,2025-02-24T01:30:57.869012,30230027.0,2025-02-24T01:31:17.410665,16.0,19.541653,,,,
channel-229,54999,30230030,2025-02-24T01:31:21.213545,30230038.0,2025-02-24T01:31:36.468154,8.0,15.254609,,,,
channel-750,681310,30230032,2025-02-24T01:31:24.671925,30230041.0,2025-02-24T01:31:40.080355,9.0,15.40843,,,,
channel-874,292408,30230034,2025-02-24T01:31:30.511939,30230039.0,2025-02-24T01:31:37.666457,5.0,7.154518,,,,
channel-874,292409,30230041,2025-02-24T01:31:40.080355,30230046.0,2025-02-24T01:31:46.140023,5.0,6.059668,,,,
channel-188,190519,30230041,2025-02-24T01:31:40.080355,30230056.0,2025-02-24T01:32:02.812494,15.0,22.732139,,,,
channel-42,1489902,30230043,2025-02-24T01:31:42.241566,30230050.0,2025-02-24T01:31:51.359861,7.0,9.118295,,,,
channel-6994,1322802,30230044,2025-02-24T01:31:43.475328,30230069.0,2025-02-24T01:32:18.520535,25.0,35.045207,,,,
channel-0,4036565,30230044,2025-02-24T01:31:43.475328,30230067.0,2025-02-24T01:32:15.971798,23.0,32.49647,,,,
channel-75,844703,30230044,2025-02-24T01:31:43.475328,30230050.0,2025-02-24T01:31:51.359861,6.0,7.884533,,,,
channel-6994,1322803,30230045,2025-02-24T01:31:44.624094,30230058.0,2025-02-24T01:32:05.223037,13.0,20.598943,,,,
channel-642,126480,30230048,2025-02-24T01:31:49.010078,30230084.0,2025-02-24T01:32:42.284593,36.0,53.274515,,,,
channel-2494,31861,30230050,2025-02-24T01:31:51.359861,30230057.0,2025-02-24T01:32:04.024136,7.0,12.664275,,,,
channel-2188,43477,30230056,2025-02-24T01:32:02.812494,30230061.0,2025-02-24T01:32:08.842812,5.0,6.030318,,,,
channel-341,3385,30230061,2025-02-24T01:32:08.842812,30230070.0,2025-02-24T01:32:19.771208,9.0,10.928396,,,,
channel-85077,59212,30230062,2025-02-24T01:32:10.099494,30230084.0,2025-02-24T01:32:42.284593,22.0,32.185099,,,,
channel-874,292410,30230070,2025-02-24T01:32:19.771208,30230078.0,2025-02-24T01:32:30.402812,8.0,10.631604,,,,
channel-874,292411,30230070,2025-02-24T01:32:19.771208,30230078.0,2025-02-24T01:32:30.402812,8.0,10.631604,,,,
channel-326,537434,30230071,2025-02-24T01:32:20.902076,30230089.0,2025-02-24T01:32:50.260195,18.0,29.358119,,,,
channel-79703,4402,30230074,2025-02-24T01:32:25.448199,,,,,,,,
channel-522,40414,30230076,2025-02-24T01:32:27.928546,30230084.0,2025-02-24T01:32:42.284593,8.0,14.356047,,,,
channel-199,132538,30230078,2025-02-24T01:32:30.402812,30230092.0,2025-02-24T01:32:53.868967,14.0,23.466155,,,,
channel-0,4036566,30230082,2025-02-24T01:32:39.760324,30230100.0,2025-02-24T01:33:04.539085,18.0,24.778761,,,,
channel-42,1489903,30230086,2025-02-24T01:32:45.623955,30230092.0,2025-02-24T01:32:53.868967,6.0,8.245012,,,,
channel-91017,2728,30230090,2025-02-24T01:32:51.553049,30230099.0,2025-02-24T01:33:03.329792,9.0,11.776743,,,,
channel-0,4036567,30230102,2025-02-24T01:33:07.052552,30230115.0,2025-02-24T01:33:22.942040,13.0,15.889488,,,,
channel-6994,1322804,30230108,2025-02-24T01:33:13.788550,30230210.0,2025-02-24T01:35:32.983805,102.0,139.195255,,,,
channel-750,681311,30230111,2025-02-24T01:33:17.420397,30230121.0,2025-02-24T01:33:30.207881,10.0,12.787484,,,,
channel-0,4036568,30230111,2025-02-24T01:33:17.420397,30230121.0,2025-02-24T01:33:30.207881,10.0,12.787484,,,,
channel-122,667589,30230111,2025-02-24T01:33:17.420397,30230115.0,2025-02-24T01:33:22.942040,4.0,5.521643,,,,
channel-8,43447,30230113,2025-02-24T01:33:20.649968,30230147.0,2025-02-24T01:34:05.306491,34.0,44.656523,,,,
channel-94814,3710,30230132,2025-02-24T01:33:44.066914,30230143.0,2025-02-24T01:34:00.149798,11.0,16.082884,,,,
channel-2188,43478,30230138,2025-02-24T01:33:52.197488,30230142.0,2025-02-24T01:33:59.035106,4.0,6.837618,,,,
channel-6994,1322805,30230138,2025-02-24T01:33:52.197488,30230149.0,2025-02-24T01:34:07.707270,11.0,15.509782,,,,
channel-0,4036569,30230153,2025-02-24T01:34:13.472950,30230164.0,2025-02-24T01:34:30.456420,11.0,16.98347,,,,
channel-874,292412,30230155,2025-02-24T01:34:18.926400,30230164.0,2025-02-24T01:34:30.456420,9.0,11.53002,,,,
channel-259,314182,30230160,2025-02-24T01:34:24.896851,30230168.0,2025-02-24T01:34:36.275825,8.0,11.378974,,,,
channel-75,844704,30230161,2025-02-24T01:34:26.032208,30230169.0,2025-02-24T01:34:37.430137,8.0,11.397929,,,,
channel-42,1489904,30230161,2025-02-24T01:34:26.032208,30230169.0,2025-02-24T01:34:37.430137,8.0,11.397929,,,,
channel-750,681312,30230162,2025-02-24T01:34:27.176789,30230172.0,2025-02-24T01:34:40.910619,10.0,13.73383,,,,
channel-522,40415,30230169,2025-02-24T01:34:37.430137,30230183.0,2025-02-24T01:34:56.118079,14.0,18.687942,,,,
channel-750,681313,30230172,2025-02-24T01:34:40.910619,30230176.0,2025-02-24T01:34:47.429017,4.0,6.518398,,,,
channel-750,681314,30230186,2025-02-24T01:35:00.682591,30230196.0,2025-02-24T01:35:14.370744,10.0,13.688153,,,,
channel-2188,43479,30230212,2025-02-24T01:35:35.827197,30230217.0,2025-02-24T01:35:41.846640,5.0,6.019443,,,,
channel-208,1489452,30230212,2025-02-24T01:35:35.827197,30230223.0,2025-02-24T01:35:48.924047,11.0,13.09685,,,,
channel-750,681315,30230219,2025-02-24T01:35:44.136844,30230224.0,2025-02-24T01:35:50.104183,5.0,5.967339,,,,
channel-2188,43480,30230235,2025-02-24T01:36:08.584841,30230239.0,2025-02-24T01:36:13.112129,4.0,4.527288,,,,
channel-184,137353,30230246,2025-02-24T01:36:21.255709,30230254.0,2025-02-24T01:36:31.673123,8.0,10.417414,,,,
channel-874,292413,30230258,2025-02-24T01:36:37.350514,30230267.0,2025-02-24T01:36:48.563331,9.0,11.212817,,,,
channel-874,292414,30230267,2025-02-24T01:36:48.563331,30230282.0,2025-02-24T01:37:11.388815,15.0,22.825484,,,,
channel-0,4036570,30230270,2025-02-24T01:36:55.496627,30230279.0,2025-02-24T01:37:06.398916,9.0,10.902289,,,,
channel-208,1489453,30230282,2025-02-24T01:37:11.388815,30230294.0,2025-02-24T01:37:28.409274,12.0,17.020459,,,,
channel-113,301267,30230284,2025-02-24T01:37:16.861708,30230297.0,2025-02-24T01:37:31.872793,13.0,15.011085,,,,
channel-0,4036571,30230303,2025-02-24T01:37:40.134563,30230311.0,2025-02-24T01:37:49.890198,8.0,9.755635,,,,
channel-122,667590,30230314,2025-02-24T01:37:54.484624,30230318.0,2025-02-24T01:38:03.444891,4.0,8.960267,,,,
channel-874,292415,30230336,2025-02-24T01:38:26.118499,30230345.0,2025-02-24T01:38:37.215365,9.0,11.096866,,,,
channel-874,292416,30230336,2025-02-24T01:38:26.118499,30230345.0,2025-02-24T01:38:37.215365,9.0,11.096866,,,,
channel-216,94109,30230336,2025-02-24T01:38:26.118499,30230341.0,2025-02-24T01:38:31.999470,5.0,5.880971,,,,
channel-874,292417,30230348,2025-02-24T01:38:40.746027,30230357.0,2025-02-24T01:38:53.014702,9.0,12.268675,,,,
channel-874,292418,30230354,2025-02-24T01:38:49.355210,30230363.0,2025-02-24T01:39:00.035273,9.0,10.680063,,,,
channel-688,33493,30230357,2025-02-24T01:38:53.014702,30230371.0,2025-02-24T01:39:09.560309,14.0,16.545607,,,,
channel-874,292419,30230368,2025-02-24T01:39:05.900941,30230374.0,2025-02-24T01:39:13.124227,6.0,7.223286,,,,
channel-874,292420,30230381,2025-02-24T01:39:22.920181,30230385.0,2025-02-24T01:39:28.678840,4.0,5.758659,,,,
channel-874,292421,30230381,2025-02-24T01:39:22.920181,30230385.0,2025-02-24T01:39:28.678840,4.0,5.758659,,,,
channel-0,4036572,30230386,2025-02-24T01:39:29.849440,30230396.0,2025-02-24T01:39:45.975225,10.0,16.125785,,,,
channel-1,408149,30230386,2025-02-24T01:39:29.849440,30230414.0,2025-02-24T01:40:09.124429,28.0,39.274989,,,,
channel-874,292422,30230386,2025-02-24T01:39:29.849440,30230391.0,2025-02-24T01:39:39.965150,5.0,10.11571,,,,
channel-688,33494,30230396,2025-02-24T01:39:45.975225,30230407.0,2025-02-24T01:40:00.450379,11.0,14.475154,,,,
channel-75755,5529,30230439,2025-02-24T01:40:43.660158,30230446.0,2025-02-24T01:40:53.422931,7.0,9.762773,,,,
channel-874,292423,30230440,2025-02-24T01:40:44.817433,30230445.0,2025-02-24T01:40:51.236759,5.0,6.419326,,,,
channel-6994,1322806,30230443,2025-02-24T01:40:48.897595,30230484.0,2025-02-24T01:41:40.759338,41.0,51.861743,,,,
channel-874,292424,30230464,2025-02-24T01:41:14.522326,30230469.0,2025-02-24T01:41:20.781754,5.0,6.259428,,,,
channel-0,4036573,30230480,2025-02-24T01:41:35.929977,30230490.0,2025-02-24T01:41:49.299176,10.0,13.369199,,,,
channel-412,64435,30230482,2025-02-24T01:41:38.395624,30230493.0,2025-02-24T01:41:52.892889,11.0,14.497265,,,,
channel-0,4036574,30230491,2025-02-24T01:41:50.563603,30230497.0,2025-02-24T01:42:05.054963,6.0,14.49136,,,,
channel-750,681316,30230494,2025-02-24T01:41:54.072285,30230496.0,2025-02-24T01:41:56.397298,2.0,2.325013,,,,
channel-750,681317,30230496,2025-02-24T01:41:56.397298,30230516.0,2025-02-24T01:42:33.276993,20.0,36.879695,,,,
channel-85077,59213,30230496,2025-02-24T01:41:56.397298,30230505.0,2025-02-24T01:42:17.727565,9.0,21.330267,,,,
channel-115,20338,30230497,2025-02-24T01:42:05.054963,30230509.0,2025-02-24T01:42:23.492785,12.0,18.437822,,,,
channel-122,667591,30230497,2025-02-24T01:42:05.054963,30230501.0,2025-02-24T01:42:12.950904,4.0,7.895941,,,,
channel-1,408150,30230499,2025-02-24T01:42:10.601177,30230524.0,2025-02-24T01:42:42.507087,25.0,31.90591,,,,
channel-874,292425,30230501,2025-02-24T01:42:12.950904,30230507.0,2025-02-24T01:42:21.096460,6.0,8.145556,,,,
channel-85077,59214,30230501,2025-02-24T01:42:12.950904,30230510.0,2025-02-24T01:42:25.141510,9.0,12.190606,,,,
channel-0,4036575,30230503,2025-02-24T01:42:15.413804,30230514.0,2025-02-24T01:42:31.008292,11.0,15.594488,,,,
channel-6994,1322807,30230504,2025-02-24T01:42:16.523864,30230541.0,2025-02-24T01:43:06.571920,37.0,50.048056,,,,
channel-874,292426,30230506,2025-02-24T01:42:19.990767,30230511.0,2025-02-24T01:42:27.289574,5.0,7.298807,,,,
channel-412,64436,30230510,2025-02-24T01:42:25.141510,30230519.0,2025-02-24T01:42:36.821086,9.0,11.679576,,,,
channel-75016,4558,30230544,2025-02-24T01:43:11.033477,30230565.0,2025-02-24T01:43:36.186757,21.0,25.15328,,,,
channel-199,132539,30230552,2025-02-24T01:43:20.462750,30230578.0,2025-02-24T01:43:56.205590,26.0,35.74284,,,,
channel-0,4036576,30230555,2025-02-24T01:43:24.193678,30230576.0,2025-02-24T01:43:53.928484,21.0,29.734806,,,,
channel-0,4036577,30230557,2025-02-24T01:43:26.589656,30230566.0,2025-02-24T01:43:37.901695,9.0,11.312039,,,,
channel-2188,43481,30230558,2025-02-24T01:43:27.740430,30230563.0,2025-02-24T01:43:33.683541,5.0,5.943111,,,,
channel-0,4036578,30230560,2025-02-24T01:43:30.130792,30230578.0,2025-02-24T01:43:56.205590,18.0,26.074798,,,,
channel-6994,1322808,30230565,2025-02-24T01:43:36.186757,30230602.0,2025-02-24T01:44:25.523445,37.0,49.336688,,,,
channel-688,33495,30230566,2025-02-24T01:43:37.901695,30230572.0,2025-02-24T01:43:47.253654,6.0,9.351959,,,,
channel-75016,4559,30230568,2025-02-24T01:43:40.348423,30230586.0,2025-02-24T01:44:06.538330,18.0,26.189907,,,,
channel-750,681318,30230575,2025-02-24T01:43:51.162061,30230591.0,2025-02-24T01:44:12.475161,16.0,21.3131,,,,
channel-2188,43482,30230589,2025-02-24T01:44:10.143011,30230593.0,2025-02-24T01:44:15.086996,4.0,4.943985,,,,
channel-750,681319,30230599,2025-02-24T01:44:22.011492,30230603.0,2025-02-24T01:44:26.725078,4.0,4.713586,,,,
channel-6994,1322809,30230599,2025-02-24T01:44:22.011492,30230611.0,2025-02-24T01:44:37.640431,12.0,15.628939,,,,
channel-874,292427,30230605,2025-02-24T01:44:30.101094,30230611.0,2025-02-24T01:44:37.640431,6.0,7.539337,,,,
channel-874,292428,30230607,2025-02-24T01:44:33.120922,30230611.0,2025-02-24T01:44:37.640431,4.0,4.519509,,,,
channel-122,667592,30230609,2025-02-24T01:44:35.441540,30230611.0,2025-02-24T01:44:37.640431,2.0,2.198891,,,,
channel-6994,1322810,30230609,2025-02-24T01:44:35.441540,30230618.0,2025-02-24T01:44:50.132429,9.0,14.690889,,,,
channel-750,681320,30230614,2025-02-24T01:44:44.334268,30230623.0,2025-02-24T01:44:56.345341,9.0,12.011073,,,,
channel-184,137354,30230617,2025-02-24T01:44:47.850305,30230627.0,2025-02-24T01:45:02.028204,10.0,14.177899,,,,
channel-874,292429,30230621,2025-02-24T01:44:53.962595,30230627.0,2025-02-24T01:45:02.028204,6.0,8.065609,,,,
channel-6994,1322811,30230622,2025-02-24T01:44:55.018441,30230660.0,2025-02-24T01:45:43.666510,38.0,48.648069,,,,
channel-874,292430,30230625,2025-02-24T01:44:58.581422,30230633.0,2025-02-24T01:45:09.918794,8.0,11.337372,,,,
channel-874,292431,30230644,2025-02-24T01:45:24.893633,30230652.0,2025-02-24T01:45:34.369122,8.0,9.475489,,,,
channel-0,4036579,30230653,2025-02-24T01:45:35.560123,30230661.0,2025-02-24T01:45:45.932908,8.0,10.372785,,,,
channel-874,292432,30230656,2025-02-24T01:45:39.016492,30230661.0,2025-02-24T01:45:45.932908,5.0,6.916416,,,,
channel-750,681321,30230665,2025-02-24T01:45:53.737593,30230671.0,2025-02-24T01:46:03.371544,6.0,9.633951,,,,
channel-874,292433,30230665,2025-02-24T01:45:53.737593,30230670.0,2025-02-24T01:46:01.991631,5.0,8.254038,,,,
channel-6994,1322812,30230677,2025-02-24T01:46:10.717403,30230714.0,2025-02-24T01:47:01.108113,37.0,50.39071,,,,
channel-874,292434,30230686,2025-02-24T01:46:21.157010,30230692.0,2025-02-24T01:46:29.403308,6.0,8.246298,,,,
channel-688,33496,30230693,2025-02-24T01:46:31.556571,30230703.0,2025-02-24T01:46:46.520586,10.0,14.964015,,,,
channel-2,130575,30230710,2025-02-24T01:46:55.229598,30230721.0,2025-02-24T01:47:12.553679,11.0,17.324081,,,,
channel-81016,263,30230721,2025-02-24T01:47:12.553679,30230732.0,2025-02-24T01:47:26.544636,11.0,13.990957,,,,
channel-750,681322,30230725,2025-02-24T01:47:17.283065,30230734.0,2025-02-24T01:47:29.075275,9.0,11.79221,,,,
channel-0,4036580,30230726,2025-02-24T01:47:18.523874,30230737.0,2025-02-24T01:47:32.727039,11.0,14.203165,,,,
channel-91017,2729,30230735,2025-02-24T01:47:30.232691,30230743.0,2025-02-24T01:47:41.104134,8.0,10.871443,,,,
channel-232,49185,30230740,2025-02-24T01:47:37.656637,30230751.0,2025-02-24T01:47:51.884842,11.0,14.228205,,,,
channel-6994,1322813,30230742,2025-02-24T01:47:39.924995,30230778.0,2025-02-24T01:48:26.844225,36.0,46.91923,,,,
channel-229,55000,30230749,2025-02-24T01:47:49.625742,30230758.0,2025-02-24T01:48:01.034690,9.0,11.408948,,,,
channel-113,301268,30230755,2025-02-24T01:47:56.585000,30230764.0,2025-02-24T01:48:09.224538,9.0,12.639538,,,,
channel-750,681323,30230783,2025-02-24T01:48:32.620691,30230791.0,2025-02-24T01:48:42.455283,8.0,9.834592,,,,
channel-874,292435,30230791,2025-02-24T01:48:42.455283,30230796.0,2025-02-24T01:48:48.734772,5.0,6.279489,,,,
channel-0,4036581,30230791,2025-02-24T01:48:42.455283,30230813.0,2025-02-24T01:49:09.999286,22.0,27.544003,,,,
channel-0,4036582,30230791,2025-02-24T01:48:42.455283,30230802.0,2025-02-24T01:48:55.631477,11.0,13.176194,,,,
channel-143,128257,30230807,2025-02-24T01:49:01.781827,30230833.0,2025-02-24T01:49:37.004460,26.0,35.222633,,,,
channel-6994,1322814,30230808,2025-02-24T01:49:03.032693,30230848.0,2025-02-24T01:50:01.024425,40.0,57.991732,,,,
channel-76971,12212,30230811,2025-02-24T01:49:07.653921,30230820.0,2025-02-24T01:49:20.126411,9.0,12.47249,,,,
channel-199,132540,30230834,2025-02-24T01:49:38.211363,30230842.0,2025-02-24T01:49:50.272857,8.0,12.061494,,,,
channel-688,33497,30230836,2025-02-24T01:49:40.462669,30230846.0,2025-02-24T01:49:54.863798,10.0,14.401129,,,,
channel-2694,3279,30230860,2025-02-24T01:50:17.733282,30230874.0,2025-02-24T01:50:36.042315,14.0,18.309033,,,,
channel-874,292436,30230863,2025-02-24T01:50:22.347911,30230869.0,2025-02-24T01:50:29.555712,6.0,7.207801,,,,
channel-750,681324,30230865,2025-02-24T01:50:24.705514,30230871.0,2025-02-24T01:50:32.380494,6.0,7.67498,,,,
channel-6994,1322815,30230867,2025-02-24T01:50:27.161833,30230909.0,2025-02-24T01:51:19.581368,42.0,52.419535,,,,
channel-42,1489905,30230871,2025-02-24T01:50:32.380494,30230881.0,2025-02-24T01:50:44.270006,10.0,11.889512,,,,
channel-0,4036583,30230877,2025-02-24T01:50:39.653896,30230909.0,2025-02-24T01:51:19.581368,32.0,39.927472,,,,
channel-259,314183,30230877,2025-02-24T01:50:39.653896,30230882.0,2025-02-24T01:50:46.417034,5.0,6.763138,,,,
channel-72,516387,30230885,2025-02-24T01:50:49.975980,30230932.0,2025-02-24T01:51:54.334632,47.0,64.358652,,,,
channel-320,119147,30230890,2025-02-24T01:50:55.869481,30230918.0,2025-02-24T01:51:34.314877,28.0,38.445396,,,,
channel-0,4036584,30230899,2025-02-24T01:51:06.866034,30230924.0,2025-02-24T01:51:43.243238,25.0,36.377204,,,,
channel-0,4036585,30230900,2025-02-24T01:51:07.923712,30230921.0,2025-02-24T01:51:38.046171,21.0,30.122459,,,,
channel-113,301269,30230902,2025-02-24T01:51:10.228992,30230916.0,2025-02-24T01:51:28.717351,14.0,18.488359,,,,
channel-0,4036586,30230902,2025-02-24T01:51:10.228992,30230930.0,2025-02-24T01:51:51.130556,28.0,40.901564,,,,
channel-0,4036587,30230922,2025-02-24T01:51:40.862712,30230933.0,2025-02-24T01:51:55.709759,11.0,14.847047,,,,
channel-6994,1322816,30230928,2025-02-24T01:51:48.748867,30230963.0,2025-02-24T01:52:39.859737,35.0,51.11087,,,,
channel-0,4036588,30230948,2025-02-24T01:52:15.498137,30230956.0,2025-02-24T01:52:26.512828,8.0,11.014691,,,,
channel-115,20339,30230952,2025-02-24T01:52:20.459201,30230959.0,2025-02-24T01:52:30.986521,7.0,10.52732,,,,
channel-0,4036589,30230953,2025-02-24T01:52:21.676926,30230970.0,2025-02-24T01:52:49.956152,17.0,28.279226,,,,
channel-0,4036590,30230966,2025-02-24T01:52:44.368101,30230975.0,2025-02-24T01:52:55.932311,9.0,11.56421,,,,
channel-874,292437,30230967,2025-02-24T01:52:45.701632,30230973.0,2025-02-24T01:52:53.455065,6.0,7.753433,,,,
channel-688,33498,30230970,2025-02-24T01:52:49.956152,30230981.0,2025-02-24T01:53:03.090879,11.0,13.134727,,,,
channel-6994,1322817,30230984,2025-02-24T01:53:06.424958,30231027.0,2025-02-24T01:54:00.950846,43.0,54.525888,,,,
channel-0,4036591,30230995,2025-02-24T01:53:18.951975,30231006.0,2025-02-24T01:53:33.570921,11.0,14.618946,,,,
channel-874,292438,30231009,2025-02-24T01:53:38.040072,30231017.0,2025-02-24T01:53:49.090374,8.0,11.050302,,,,
channel-874,292439,30231009,2025-02-24T01:53:38.040072,30231017.0,2025-02-24T01:53:49.090374,8.0,11.050302,,,,
channel-0,4036592,30231014,2025-02-24T01:53:45.405843,30231024.0,2025-02-24T01:53:57.319781,10.0,11.913938,,,,
channel-42,1489906,30231021,2025-02-24T01:53:53.730979,30231029.0,2025-02-24T01:54:03.427958,8.0,9.696979,,,,
channel-874,292440,30231021,2025-02-24T01:53:53.730979,30231030.0,2025-02-24T01:54:04.681954,9.0,10.950975,,,,
channel-874,292441,30231023,2025-02-24T01:53:56.125323,30231033.0,2025-02-24T01:54:08.270175,10.0,12.144852,,,,
channel-113,301270,30231024,2025-02-24T01:53:57.319781,30231040.0,2025-02-24T01:54:19.523553,16.0,22.203772,,,,
channel-0,4036593,30231026,2025-02-24T01:53:59.710327,30231039.0,2025-02-24T01:54:16.911803,13.0,17.201476,,,,
channel-874,292442,30231029,2025-02-24T01:54:03.427958,30231035.0,2025-02-24T01:54:10.832165,6.0,7.404207,,,,
channel-0,4036594,30231033,2025-02-24T01:54:08.270175,30231042.0,2025-02-24T01:54:21.939765,9.0,13.66959,,,,
channel-0,4036595,30231036,2025-02-24T01:54:12.453066,30231048.0,2025-02-24T01:54:28.523650,12.0,16.070584,,,,
channel-199,132541,30231039,2025-02-24T01:54:16.911803,30231051.0,2025-02-24T01:54:32.175812,12.0,15.264009,,,,
channel-874,292443,30231042,2025-02-24T01:54:21.939765,30231051.0,2025-02-24T01:54:32.175812,9.0,10.236047,,,,
channel-0,4036596,30231042,2025-02-24T01:54:21.939765,30231052.0,2025-02-24T01:54:34.477003,10.0,12.537238,,,,
channel-6994,1322818,30231046,2025-02-24T01:54:26.386341,30231084.0,2025-02-24T01:55:20.005172,38.0,53.618831,,,,
channel-412,64437,30231046,2025-02-24T01:54:26.386341,30231056.0,2025-02-24T01:54:39.473047,10.0,13.086706,,,,
channel-750,681325,30231052,2025-02-24T01:54:34.477003,30231065.0,2025-02-24T01:54:51.058561,13.0,16.581558,,,,
channel-750,681326,30231052,2025-02-24T01:54:34.477003,30231072.0,2025-02-24T01:55:02.589296,20.0,28.112293,,,,
channel-0,4036597,30231052,2025-02-24T01:54:34.477003,30231076.0,2025-02-24T01:55:10.348265,24.0,35.871262,,,,
channel-874,292444,30231057,2025-02-24T01:54:40.661058,30231061.0,2025-02-24T01:54:46.365281,4.0,5.704223,,,,
channel-874,292445,30231057,2025-02-24T01:54:40.661058,30231061.0,2025-02-24T01:54:46.365281,4.0,5.704223,,,,
channel-874,292446,30231065,2025-02-24T01:54:51.058561,30231069.0,2025-02-24T01:54:58.028396,4.0,6.969835,,,,
channel-75,844705,30231069,2025-02-24T01:54:58.028396,30231073.0,2025-02-24T01:55:06.964432,4.0,8.936036,,,,
channel-2188,43483,30231075,2025-02-24T01:55:09.151737,30231080.0,2025-02-24T01:55:15.032820,5.0,5.881083,,,,
channel-0,4036598,30231075,2025-02-24T01:55:09.151737,30231089.0,2025-02-24T01:55:25.987545,14.0,16.835808,,,,
channel-874,292447,30231075,2025-02-24T01:55:09.151737,30231081.0,2025-02-24T01:55:16.344290,6.0,7.192553,,,,
channel-0,4036599,30231075,2025-02-24T01:55:09.151737,30231089.0,2025-02-24T01:55:25.987545,14.0,16.835808,,,,
channel-874,292448,30231086,2025-02-24T01:55:22.377512,30231094.0,2025-02-24T01:55:33.685602,8.0,11.30809,,,,
channel-688,33499,30231089,2025-02-24T01:55:25.987545,30231098.0,2025-02-24T01:55:38.390395,9.0,12.40285,,,,
channel-0,4036600,30231102,2025-02-24T01:55:44.581470,30231113.0,2025-02-24T01:55:57.365028,11.0,12.783558,,,,
channel-874,292449,30231102,2025-02-24T01:55:44.581470,30231108.0,2025-02-24T01:55:51.631142,6.0,7.049672,,,,
channel-874,292450,30231102,2025-02-24T01:55:44.581470,30231108.0,2025-02-24T01:55:51.631142,6.0,7.049672,,,,
channel-6994,1322819,30231109,2025-02-24T01:55:52.781300,30231151.0,2025-02-24T01:56:47.935127,42.0,55.153827,,,,
channel-874,292451,30231121,2025-02-24T01:56:06.436379,30231132.0,2025-02-24T01:56:24.275743,11.0,17.839364,,,,
channel-874,292452,30231121,2025-02-24T01:56:06.436379,30231132.0,2025-02-24T01:56:24.275743,11.0,17.839364,,,,
channel-874,292453,30231131,2025-02-24T01:56:23.228300,30231135.0,2025-02-24T01:56:28.741704,4.0,5.513404,,,,
channel-0,4036601,30231132,2025-02-24T01:56:24.275743,30231142.0,2025-02-24T01:56:37.161011,10.0,12.885268,,,,
channel-874,292454,30231150,2025-02-24T01:56:46.674516,30231156.0,2025-02-24T01:56:54.887478,6.0,8.212962,,,,
channel-750,681327,30231158,2025-02-24T01:56:57.167368,30231169.0,2025-02-24T01:57:13.001285,11.0,15.833917,,,,
channel-115,20340,30231166,2025-02-24T01:57:07.989888,30231180.0,2025-02-24T01:57:28.323882,14.0,20.333994,,,,
channel-874,292455,30231170,2025-02-24T01:57:15.254508,30231174.0,2025-02-24T01:57:20.430506,4.0,5.175998,,,,
channel-6994,1322820,30231197,2025-02-24T01:57:56.216521,30231210.0,2025-02-24T01:58:14.455272,13.0,18.238751,,,,
channel-85077,59215,30231199,2025-02-24T01:57:59.802515,30231207.0,2025-02-24T01:58:10.699935,8.0,10.89742,,,,
channel-874,292456,30231203,2025-02-24T01:58:04.973441,30231209.0,2025-02-24T01:58:13.285589,6.0,8.312148,,,,
channel-688,33500,30231213,2025-02-24T01:58:18.173785,30231224.0,2025-02-24T01:58:31.531742,11.0,13.357957,,,,
channel-874,292457,30231217,2025-02-24T01:58:22.988611,30231223.0,2025-02-24T01:58:30.274901,6.0,7.28629,,,,
channel-874,292458,30231243,2025-02-24T01:58:54.293419,30231250.0,2025-02-24T01:59:04.586250,7.0,10.292831,,,,
channel-2188,43484,30231277,2025-02-24T01:59:43.298468,30231281.0,2025-02-24T01:59:49.456140,4.0,6.157672,,,,
channel-874,292459,30231278,2025-02-24T01:59:44.932816,30231283.0,2025-02-24T01:59:52.900845,5.0,7.968029,,,,
channel-0,4036602,30231283,2025-02-24T01:59:52.900845,30231292.0,2025-02-24T02:00:03.704931,9.0,10.804086,,,,
channel-115,20341,30231285,2025-02-24T01:59:55.144873,30231294.0,2025-02-24T02:00:06.075519,9.0,10.930646,,,,
channel-0,4036603,30231290,2025-02-24T02:00:00.790936,30231300.0,2025-02-24T02:00:15.567880,10.0,14.776944,,,,
channel-750,681328,30231300,2025-02-24T02:00:15.567880,30231305.0,2025-02-24T02:00:21.537038,5.0,5.969158,,,,
channel-874,292460,30231311,2025-02-24T02:00:31.944386,30231317.0,2025-02-24T02:00:39.046042,6.0,7.101656,,,,
channel-874,292461,30231324,2025-02-24T02:00:48.154920,30231329.0,2025-02-24T02:00:54.000741,5.0,5.845821,,,,
channel-688,33501,30231336,2025-02-24T02:01:06.183683,30231345.0,2025-02-24T02:01:17.960769,9.0,11.777086,,,,
channel-143,128258,30231339,2025-02-24T02:01:09.744781,30231351.0,2025-02-24T02:01:25.405725,12.0,15.660944,,,,
channel-874,292462,30231343,2025-02-24T02:01:14.359413,30231349.0,2025-02-24T02:01:22.727524,6.0,8.368111,,,,
channel-89321,19323,30231347,2025-02-24T02:01:20.231444,30231352.0,2025-02-24T02:01:26.695990,5.0,6.464546,,,,
channel-115,20342,30231355,2025-02-24T02:01:30.027069,30231366.0,2025-02-24T02:01:45.049978,11.0,15.022909,,,,
