channel_id,sequence,send_height,ack_height,block_delay
channel-782,310145,30280004,30280010,6
channel-6994,1324104,30280013,30280025,12
channel-89298,18642,30280015,30280025,10
channel-6787,166672,30280019,30280023,4
channel-750,682273,30280025,30280029,4
channel-782,310146,30280026,30280033,7
channel-75,844950,30280033,30280038,5
channel-750,682274,30280037,30280049,12
channel-1,408298,30280042,30280074,32
channel-750,682275,30280042,30280058,16
channel-750,682276,30280045,30280058,13
channel-85077,59888,30280054,30280062,8
channel-216,94185,30280059,30280193,134
channel-85077,59889,30280060,30280084,24
channel-6994,1324105,30280063,30280073,10
channel-216,94186,30280068,30280193,125
channel-75,844951,30280072,30280080,8
channel-199,132696,30280076,30280087,11
channel-6787,166673,30280077,30280082,5
channel-85077,59890,30280079,30280089,10
channel-216,94187,30280093,30280293,200
channel-6994,1324106,30280099,30280109,10
channel-208,1489864,30280102,30280112,10
channel-6994,1324107,30280103,30280114,11
channel-750,682277,30280103,30280116,13
channel-6994,1324108,30280114,30280124,10
channel-6994,1324109,30280118,30280129,11
channel-782,310147,30280122,30280130,8
channel-1,408299,30280127,30280154,27
channel-750,682278,30280128,30280145,17
channel-320,119182,30280130,30280144,14
channel-6787,166674,30280130,30280135,5
channel-326,537746,30280134,30280143,9
channel-0,4037948,30280135,30280148,13
channel-782,310148,30280137,30280143,6
channel-0,4037949,30280149,30280164,15
channel-85077,59891,30280153,30280164,11
channel-874,292823,30280169,30280180,11
channel-750,682279,30280170,30280192,22
channel-412,64517,30280174,30280183,9
channel-750,682280,30280175,30280179,4
channel-0,4037950,30280176,30280186,10
channel-89321,19394,30280186,30280195,9
channel-0,4037951,30280198,30280209,11
channel-0,4037952,30280198,30280220,22
channel-320,119183,30280201,30280235,34
channel-122,667886,30280203,30280208,5
channel-1429,140698,30280205,30280216,11
channel-122,667887,30280219,30280223,4
channel-122,667888,30280224,30280227,3
channel-1,408300,30280230,30280255,25
channel-98451,22,30280235,30280245,10
channel-0,4037953,30280236,30280243,7
channel-208,1489865,30280250,30280256,6
channel-19774,345853,30280250,30280255,5
channel-6994,1324110,30280256,30280266,10
channel-750,682281,30280259,30280273,14
channel-750,682282,30280260,30280275,15
channel-0,4037954,30280271,30280281,10
channel-6994,1324111,30280271,30280281,10
channel-0,4037955,30280271,30280281,10
channel-6994,1324112,30280276,30280286,10
channel-1,408301,30280276,30280295,19
channel-1,408302,30280276,30280295,19
channel-208,1489866,30280281,30280290,9
channel-750,682283,30280295,30280299,4
channel-0,4037956,30280295,30280306,11
channel-1,408303,30280301,30280328,27
channel-0,4037957,30280302,30280309,7
channel-0,4037958,30280303,30280314,11
channel-1,408304,30280307,30280328,21
channel-94814,3754,30280311,30280319,8
channel-0,4037959,30280311,30280331,20
channel-6994,1324113,30280317,30280327,10
channel-6994,1324114,30280322,30280337,15
channel-1575,15189,30280335,30280343,8
channel-750,682284,30280340,30280343,3
channel-208,1489867,30280349,30280359,10
channel-85077,59892,30280349,30280358,9
channel-6994,1324115,30280354,30280387,33
channel-6787,166675,30280356,30280362,6
channel-38946,124102,30280358,30280380,22
channel-750,682285,30280358,30280380,22
channel-326,537747,30280363,30280370,7
channel-21113,25308,30280368,30280377,9
channel-122,667889,30280373,30280377,4
channel-21113,25309,30280374,30280383,9
channel-85077,59893,30280374,30280383,9
channel-750,682286,30280375,30280392,17
channel-326,537748,30280378,30280390,12
channel-0,4037960,30280384,30280395,11
channel-5,184275,30280387,30280395,8
channel-750,682287,30280410,30280421,11
channel-750,682288,30280410,30280421,11
channel-85077,59894,30280410,30280427,17
channel-94814,3755,30280423,30280434,11
channel-782,310149,30280424,30280429,5
channel-0,4037961,30280430,30280438,8
channel-6994,1324116,30280431,30280445,14
channel-0,4037962,30280435,30280463,28
channel-122,667890,30280436,30280440,4
channel-750,682289,30280437,30280444,7
channel-750,682290,30280437,30280457,20
channel-144,86681,30280439,30280451,12
channel-38946,124103,30280442,30280451,9
channel-6994,1324117,30280455,30280466,11
channel-122,667891,30280459,30280463,4
channel-412,64518,30280465,30280475,10
channel-750,682291,30280471,30280476,5
channel-259,314244,30280478,30280484,6
channel-750,682292,30280482,30280492,10
channel-750,682293,30280490,30280499,9
channel-0,4037963,30280510,30280519,9
channel-85077,59895,30280510,30280520,10
channel-85077,59896,30280512,30280521,9
channel-750,682294,30280515,30280521,6
channel-750,682295,30280520,30280524,4
channel-0,4037964,30280520,30280542,22
channel-0,4037965,30280530,30280542,12
channel-750,682296,30280557,30280568,11
channel-143,128302,30280559,30280583,24
channel-6994,1324118,30280564,30280578,14
channel-750,682297,30280566,30280571,5
channel-208,1489868,30280571,30280582,11
channel-6994,1324119,30280577,30280587,10
channel-216,94188,30280581,30280672,91
channel-326,537749,30280588,30280595,7
channel-91017,2798,30280591,30280600,9
channel-208,1489869,30280593,30280603,10
channel-85077,59897,30280593,30280600,7
channel-750,682298,30280596,30280607,11
channel-208,1489870,30280600,30280612,12
channel-75,844952,30280604,30280610,6
channel-750,682299,30280614,30280619,5
channel-91017,2799,30280617,30280625,8
channel-208,1489871,30280619,30280629,10
channel-208,1489872,30280619,30280629,10
channel-0,4037966,30280625,30280637,12
channel-750,682300,30280630,30280664,34
channel-5,184276,30280635,30280646,11
channel-750,682301,30280651,30280657,6
channel-208,1489873,30280656,30280666,10
channel-208,1489874,30280671,30280685,14
channel-750,682302,30280677,30280683,6
channel-6994,1324120,30280689,30280702,13
channel-750,682303,30280689,30280694,5
channel-6994,1324121,30280695,30280707,12
channel-0,4037967,30280696,30280706,10
channel-6994,1324122,30280700,30280713,13
channel-783,104220,30280704,30280716,12
channel-0,4037968,30280707,30280717,10
channel-750,682304,30280710,30280720,10
channel-6994,1324123,30280728,30280736,8
channel-122,667892,30280733,30280736,3
channel-750,682305,30280741,30280746,5
channel-98451,25,30280741,30280751,10
channel-750,682306,30280747,30280761,14
channel-208,1489875,30280752,30280763,11
channel-6994,1324124,30280760,30280771,11
channel-216,94189,30280765,30280872,107
channel-259,314245,30280767,30280773,6
channel-216,94190,30280767,30280872,105
channel-874,292824,30280771,30280787,16
channel-6994,1324125,30280790,30280803,13
channel-6994,1324126,30280796,30280806,10
channel-0,4037969,30280798,30280811,13
channel-216,94191,30280811,30280887,76
channel-1,408305,30280820,30280852,32
channel-98451,27,30280824,30280842,18
channel-85077,59898,30280825,30280835,10
channel-122,667893,30280830,30280834,4
channel-6994,1324127,30280837,30280849,12
channel-0,4037970,30280841,30280849,8
channel-122,667894,30280847,30280852,5
channel-412,64519,30280849,30280876,27
channel-208,1489876,30280854,30280864,10
channel-6994,1324128,30280854,30280862,8
channel-750,682307,30280856,30280860,4
channel-6994,1324129,30280866,30280878,12
channel-199,132697,30280867,30280876,9
channel-122,667895,30280870,30280875,5
channel-340,3175,30280872,30280881,9
channel-85077,59899,30280873,30280900,27
channel-783,104221,30280876,30280884,8
channel-208,1489877,30280880,30280893,13
channel-85791,3750,30280882,30280889,7
channel-122,667896,30280884,30280889,5
channel-6994,1324130,30280886,30280898,12
channel-6994,1324131,30280889,30280898,9
channel-75,844953,30280889,30280896,7
channel-750,682308,30280891,30280896,5
channel-208,1489878,30280897,30280907,10
channel-0,4037971,30280901,30280911,10
channel-122,667897,30280901,30280905,4
channel-750,682309,30280903,30280916,13
channel-122,667898,30280910,30280914,4
channel-2,130612,30280913,30280922,9
channel-326,537750,30280914,30280929,15
channel-0,4037972,30280923,30280935,12
channel-122,667899,30280925,30280929,4
channel-73,51333,30280929,30280940,11
channel-85077,59900,30280938,30280944,6
channel-6994,1324132,30280950,30280962,12
channel-6994,1324133,30280951,30280962,11
channel-88,467092,30280961,30280980,19
channel-874,292825,30280961,30280969,8
channel-6994,1324134,30280963,30280976,13
channel-85077,59901,30280965,30280974,9
channel-85077,59902,30280968,30280978,10
channel-98451,28,30280975,30280986,11
channel-0,4037973,30280985,30280995,10
channel-6994,1324135,30280985,30280997,12
channel-38946,124104,30280991,30281014,23
channel-208,1489879,30280993,30281003,10
channel-6994,1324136,30280997,30281008,11
channel-0,4037974,30281005,30281014,9
channel-208,1489880,30281010,30281020,10
channel-6994,1324137,30281012,30281022,10
channel-148,16083,30281035,30281043,8
channel-750,682310,30281039,30281056,17
channel-326,537751,30281041,30281047,6
channel-874,292826,30281051,30281061,10
channel-6994,1324138,30281064,30281075,11
channel-259,314246,30281078,30281084,6
channel-85077,59903,30281087,30281096,9
channel-88,467093,30281108,30281121,13
channel-38946,124105,30281111,30281129,18
channel-6994,1324139,30281120,30281131,11
channel-122,667900,30281126,30281129,3
channel-412,64520,30281130,30281138,8
channel-6994,1324140,30281132,30281147,15
channel-6994,1324141,30281140,30281152,12
channel-412,64521,30281148,30281155,7
channel-143,128303,30281151,30281170,19
channel-0,4037975,30281163,30281173,10
channel-115,20368,30281171,30281181,10
channel-0,4037976,30281174,30281184,10
channel-750,682311,30281174,30281182,8
channel-251,85188,30281181,30281212,31
channel-143,128304,30281188,30281199,11
channel-750,682312,30281195,30281203,8
channel-750,682313,30281197,30281201,4
channel-6994,1324142,30281199,30281211,12
channel-0,4037977,30281210,30281223,13
channel-1279,67117,30281211,30281248,37
channel-1,408306,30281223,30281271,48
channel-85077,59904,30281225,30281234,9
channel-143,128305,30281236,30281246,10
channel-6994,1324143,30281237,30281247,10
channel-184,137407,30281239,30281249,10
channel-6994,1324144,30281245,30281258,13
channel-1,408307,30281247,30281289,42
channel-6994,1324145,30281248,30281263,15
channel-6994,1324146,30281249,30281263,14
channel-6994,1324147,30281262,30281272,10
channel-94814,3756,30281265,30281275,10
channel-1,408308,30281267,30281289,22
channel-6994,1324148,30281270,30281282,12
channel-6994,1324149,30281272,30281282,10
channel-6994,1324150,30281280,30281290,10
channel-208,1489881,30281289,30281299,10
channel-216,94192,30281292,30281349,57
channel-208,1489882,30281297,30281308,11
