ブロック生成時間 (秒)
1.253741
1.24581
1.250946
1.384836
1.183512
1.249861
1.650502
1.308632
2.601857
1.237549
1.230328
1.314124
1.178239
1.21588
1.3285230000000001
1.273151
1.34711
1.2113
1.366254
1.371116
1.189206
1.1695929999999999
1.273562
1.259098
1.169847
1.330894
1.691751
1.3182749999999999
2.658861
1.207887
1.231505
1.243081
1.20961
1.249609
1.331272
1.267804
1.2654429999999999
1.123482
1.354106
1.3046820000000001
1.193188
1.219891
1.216013
1.252777
1.15797
1.3361049999999999
1.5321989999999999
1.2629730000000001
2.652032
1.179356
1.248952
1.287258
1.203465
1.194564
1.265518
1.2891219999999999
1.283141
1.226231
1.3610630000000001
1.279746
1.22274
1.189189
1.27678
1.258794
1.153556
1.33719
1.670979
1.309083
2.659764
1.216595
1.229383
1.256049
1.191178
1.211665
1.28787
1.216129
1.331624
1.169837
1.371411
1.373106
1.205412
1.16103
1.228618
1.301734
1.160199
1.337666
1.713448
1.31935
2.650084
1.219298
1.219192
1.25529
1.203637
1.270435
1.403273
1.24779
1.328188
1.232389
1.361007
1.315513
1.18427
1.19476
1.345787
1.254026
1.1576710000000001
1.211726
1.773576
1.352818
2.649034
1.24396
1.222777
1.266017
1.251657
1.190396
1.311588
1.221743
1.290745
1.157949
1.361925
1.2945090000000001
1.225059
1.251318
1.232803
1.236221
1.171759
1.317391
1.483669
1.350366
2.57336
1.185108
1.220976
1.177883
1.15578
1.24677
1.313548
1.254068
1.345051
1.146628
1.355113
1.340195
1.193772
1.2003840000000001
1.253816
1.256638
1.173376
1.22824
1.619184
1.322112
2.628257
1.194553
1.228232
1.278852
1.200846
1.258043
1.2983419999999999
1.22313
1.297468
1.199022
1.30607
1.3024930000000001
1.210078
1.176362
1.288085
1.2226569999999999
1.144287
1.243013
1.666054
1.238095
2.6246460000000003
1.108859
1.244647
1.184911
1.214643
1.224602
1.3574570000000001
1.247814
1.270634
1.190931
1.372297
1.313854
1.206763
1.215832
1.339972
1.267228
1.155245
1.487017
1.778902
1.239308
2.591601
1.1949
1.236377
1.2519390000000001
1.282212
1.218006
1.33239
1.270718
1.3356
1.207428
1.383095
1.234305
1.225331
1.18306
1.278298
1.234632
1.150353
1.383242
1.6460650000000001
1.227491
2.668237
1.189346
1.2234530000000001
1.300011
1.194465
1.241032
1.312889
1.269026
1.239812
1.209224
1.302379
1.280429
1.201147
1.170507
1.338552
1.213859
1.15382
1.567615
1.499974
1.256353
2.6925660000000002
1.230471
1.249558
1.233764
1.178063
1.277812
1.288405
1.311115
1.30735
1.219624
1.391522
1.322072
1.224683
1.167276
1.289745
1.245925
1.13739
1.3248440000000001
1.656637
1.226869
2.627822
1.239652
1.209679
1.239058
1.219201
1.233043
1.26779
1.2040440000000001
1.302705
1.162611
1.405796
1.322242
1.2301980000000001
1.245661
1.184783
1.277668
1.184761
1.384164
1.710105
1.2990300000000001
2.639545
1.198966
1.2545060000000001
1.254192
1.232823
1.2309350000000001
1.313477
1.26498
1.2613699999999999
1.1544699999999999
1.374546
1.336449
1.250825
1.260889
1.2630080000000001
1.225684
1.116037
1.306711
1.563628
1.323982
3.385412
1.219058
1.239531
1.2760989999999999
1.200149
1.272863
1.284587
1.191958
1.306346
1.145882
1.2921610000000001
1.304366
1.237857
1.255077
1.288495
1.241108
1.174578
1.227262
1.546162
1.2384789999999999
2.694136
1.218571
1.250431
1.2739880000000001
1.191226
1.303026
1.277604
1.270974
1.272287
1.1974770000000001
1.363154
1.265547
1.200254
1.228258
1.247255
1.229604
1.165517
1.342621
1.665395
1.229906
2.590987
1.178749
1.220494
1.274882
1.266925
1.216541
1.292779
1.227653
1.311039
1.130727
1.3393329999999999
1.279746
1.19723
1.247207
1.265726
1.3055430000000001
1.233495
1.251661
1.812713
1.243465
2.658402
1.194862
1.210372
1.236121
1.251015
1.20546
1.321474
1.29566
1.2249430000000001
1.1815
1.342117
1.306506
1.32505
1.185588
1.273738
1.321315
1.127906
1.319802
1.612487
1.300794
2.65503
1.199488
1.235546
1.222246
1.200803
1.214779
1.304481
1.295882
1.280999
1.151396
1.346542
1.459773
1.173987
1.267503
1.255352
1.31132
1.153668
1.318838
1.8154599999999999
1.2249970000000001
2.640412
1.241023
1.25543
1.215794
1.267304
1.22775
1.330852
1.283294
1.30229
1.218167
1.379916
1.332583
1.20515
1.176488
1.218844
1.312549
1.195653
1.33352
1.752824
1.319313
2.641497
1.216651
1.234287
1.2578960000000001
1.231447
1.23457
1.313499
1.3315190000000001
1.333313
1.151411
1.317037
1.353401
1.24197
1.187128
1.286055
1.267198
1.15674
1.219307
1.804887
1.209023
2.643796
1.203853
1.226596
1.260572
1.195354
1.242177
1.292263
1.218223
1.31616
1.164736
1.392004
1.414414
1.193489
1.243539
1.213029
1.2548759999999999
1.154286
1.242669
1.6895980000000002
1.343601
2.60786
1.147799
1.261976
1.269638
1.228429
1.210466
1.3289659999999999
1.2086109999999999
1.299747
1.147303
1.343286
1.303313
1.190008
1.195293
1.204703
1.293079
1.142129
1.246174
1.867923
1.228451
2.636377
1.232903
1.2384979999999999
1.271777
1.178053
1.321047
1.318487
1.269938
1.331031
1.185646
1.303247
1.341502
1.209323
1.203861
1.266999
1.250833
1.1527
1.267978
1.602637
1.389712
2.6861129999999998
1.231488
1.216118
1.252301
1.175748
1.29376
1.359141
1.225313
1.320636
1.160802
1.331558
1.445618
1.214914
1.166317
1.264703
1.23492
1.156298
1.22818
1.789435
1.2811759999999999
2.630291
1.192181
1.219415
1.290827
1.2133289999999999
1.258718
1.304
1.245346
1.235206
1.215713
1.3938220000000001
1.287674
1.298912
1.242805
1.359309
1.2670029999999999
1.175673
1.241413
1.709396
1.307519
2.6153969999999997
1.23674
1.218861
1.251093
1.23027
1.259401
1.274197
1.270684
1.329981
1.207093
1.335666
1.336402
1.20723
1.1911909999999999
1.225266
1.324139
1.174736
1.23325
1.504804
1.312946
2.649063
1.204424
1.205659
1.2310349999999999
1.158248
1.2704520000000001
1.289521
1.26528
1.2740909999999999
1.173427
1.335885
1.318676
1.215446
1.196176
1.3054999999999999
1.256215
1.181441
1.329353
1.6555710000000001
1.253564
5.972278
1.198997
1.244681
1.266321
1.196553
1.268082
1.270981
1.258911
1.243531
1.144513
1.387467
1.303283
1.226348
1.194136
1.280609
1.2910059999999999
1.161342
1.371847
1.513893
1.310697
2.6323879999999997
1.183354
1.267803
1.228319
1.268793
1.233247
1.369905
1.2691620000000001
1.3550710000000001
1.175527
1.374826
1.359065
1.208261
1.183678
1.185255
1.237837
1.148321
1.341374
1.686259
1.216187
2.673465
1.141925
1.261074
1.27424
1.260265
1.254723
1.30053
1.281399
1.33679
1.167963
1.313434
1.3324690000000001
1.1972800000000001
1.185146
1.262336
1.33756
1.150451
1.195734
1.519944
1.27676
2.625433
1.240893
1.248944
1.212369
1.227843
1.278596
1.36338
1.237585
1.303844
1.169011
1.354059
1.274267
1.290462
1.213258
1.243794
1.273831
1.179324
1.256565
1.699043
1.248049
2.598742
1.212307
1.222954
1.239551
1.234453
1.258046
1.312125
1.196979
1.301609
1.216003
1.360666
1.295957
1.188822
1.2116310000000001
1.300459
1.26515
1.187865
1.244679
1.627076
1.410242
2.6625769999999997
1.194936
1.241305
1.221316
1.248101
1.320266
1.2992029999999999
1.274763
1.305047
1.202269
1.342199
1.316012
1.218844
1.245869
1.224893
1.233057
1.165519
1.216208
1.674971
1.234299
2.66932
1.206548
1.229935
1.270527
1.230257
1.2921909999999999
1.261153
1.259671
1.287558
1.178486
1.33852
1.2568869999999999
1.250872
1.184993
1.2407569999999999
1.232368
1.192196
1.308331
1.686188
1.299064
2.636894
1.19962
1.23025
1.220425
1.285633
1.188809
1.24564
1.16768
1.328394
1.201769
1.351833
1.417366
1.203549
1.178218
1.271738
1.2718829999999999
1.209358
1.352946
1.510254
1.277633
2.646814
1.197691
1.217532
1.2444709999999999
1.180828
1.247759
1.33456
1.220032
1.333481
1.178848
1.406638
1.313761
1.209938
1.234871
1.306374
1.270504
1.178559
1.250279
1.780107
1.295447
2.5994159999999997
1.148401
1.221922
1.3545479999999999
1.170423
1.260897
1.312392
1.247985
1.262781
1.160233
1.359693
1.356443
1.222532
1.173083
1.217704
1.242132
1.179907
1.233811
1.698745
1.236976
2.7076700000000002
1.190919
1.229063
1.268605
1.216913
1.240631
1.3009279999999999
1.288983
1.336377
1.165865
1.3725559999999999
1.269803
1.253094
1.201436
1.259422
1.223847
1.143609
1.285957
1.676331
1.223546
2.629607
1.216622
1.140643
1.2679719999999999
1.235016
1.2596289999999999
1.369566
1.236159
1.247696
1.245563
1.354137
1.2940209999999999
1.211343
1.206814
1.232401
1.271191
1.230774
1.222596
1.723981
1.254341
2.621875
1.242993
1.207565
1.266079
1.233729
1.21767
1.200283
1.271683
1.220139
1.17446
1.428323
1.332811
1.190536
1.190065
1.242358
1.249369
1.15429
1.217058
1.677502
1.351895
2.654299
1.3294679999999999
1.21304
1.269297
1.217185
1.257396
1.297274
1.279905
1.322092
1.185228
1.3693469999999999
1.255682
1.201817
1.200239
1.278332
1.263012
1.143
1.273224
1.52141
1.252728
2.682577
1.211102
1.202606
1.251061
1.243715
1.2647979999999999
1.298093
1.237719
1.319482
1.167789
1.393511
1.296145
1.260057
1.167579
1.2154530000000001
1.252318
1.149522
1.51601
1.564051
1.305007
2.639908
1.219448
1.216679
1.1813150000000001
1.214228
1.253746
1.393138
1.215132
1.303475
1.176166
1.381359
1.342736
1.197063
1.250169
1.214309
1.308098
1.142492
1.4428830000000001
1.805202
1.379512
2.698401
1.180483
1.220993
1.2853970000000001
1.213254
1.249086
1.306576
1.296437
1.295279
1.159843
1.362612
1.338002
1.199085
1.183508
1.281399
1.2645680000000001
1.165502
1.290305
1.772405
1.233347
2.604054
1.259945
1.236621
1.212119
1.254495
1.252875
1.2949169999999999
1.274758
1.244347
1.236604
1.48211
1.287781
1.229125
1.177667
1.32797
1.282828
1.142838
1.2735159999999999
1.7127029999999999
1.352606
2.673489
1.182433
1.251101
1.2620930000000001
1.205582
1.262389
1.299477
1.170046
1.307927
1.165483
1.306585
1.346859
1.140341
1.2185380000000001
1.316865
1.2636530000000001
1.1599140000000001
1.359744
1.72875
1.246966
5.834514
1.222604
1.264246
1.247321
1.192775
1.254957
1.2897319999999999
1.256851
1.324457
1.147245
1.4162460000000001
1.319252
1.196894
1.230932
1.251566
1.273294
1.162852
1.2634349999999999
1.795969
1.320892
2.610294
1.192611
1.231481
1.2502550000000001
1.239443
1.250817
1.295413
1.270365
1.290789
1.161854
1.359345
1.454555
1.220219
1.169934
1.27311
1.317459
1.181976
1.224493
1.7317339999999999
1.302824
2.617693
1.204975
1.199827
1.164765
1.24148
1.242781
1.291467
1.224183
1.310109
1.2241900000000001
1.3692790000000001
1.379955
1.266978
1.169016
1.263525
1.22405
1.202246
1.350767
1.792348
1.310116
2.622836
1.177353
1.226304
1.2689810000000001
1.223918
1.227661
1.358702
1.234524
1.2939910000000001
1.313672
1.378676
1.265701
1.197421
1.170411
1.30685
1.278302
1.103946
1.252558
1.702259
1.276904
2.655763
1.20774
1.261211
1.270671
1.22623
1.232151
1.304311
1.263052
1.33389
1.189953
1.3492250000000001
1.359339
1.254691
1.21451
1.309154
1.301109
1.144037
1.282859
1.5319150000000001
1.294405
2.59075
1.178159
1.240897
1.297725
1.228647
1.238286
1.318799
1.315576
1.275314
1.155147
1.36423
1.343763
1.195017
1.196312
1.196543
1.183903
1.158484
1.243834
1.687627
1.236557
2.7246550000000003
1.219161
1.226531
1.233527
1.16265
1.263074
1.34673
1.252508
1.318084
1.22733
1.323602
1.316271
1.2350349999999999
1.1996310000000001
1.276264
1.220819
1.180429
1.26611
1.677551
1.228626
2.687064
1.3314409999999999
1.223592
1.235982
1.238267
1.255163
1.373715
1.250439
1.256018
1.199575
1.3330899999999999
1.358196
1.208715
1.252646
1.392315
1.2262089999999999
1.148804
1.306376
1.6408390000000002
1.225228
2.6941990000000002
1.207569
1.225083
1.273758
1.2385950000000001
1.277665
1.287781
1.272381
1.321249
1.182274
1.339515
1.319419
1.21802
1.258917
1.316148
1.287732
1.132607
1.297831
1.7479369999999999
1.227607
2.658942
1.141235
1.305456
1.182754
1.246047
1.254321
1.300009
1.30114
1.276848
1.148962
1.39993
1.343388
1.219036
1.222649
1.228277
1.2575720000000001
1.130964
1.239453
1.487413
1.27272
2.623422
1.200639
1.229712
1.208666
1.222265
1.240056
1.293984
1.2916349999999999
1.222915
1.181062
1.3191709999999999
1.3719700000000001
1.190839
1.258462
1.23715
1.241631
1.1821220000000001
1.24921
1.714232
1.238129
2.609321
1.220097
1.220622
1.241011
1.140422
1.256595
1.322869
1.283499
1.2868979999999999
1.156065
1.347286
1.313074
1.218802
1.21067
1.3192949999999999
1.252415
1.210579
1.263217
1.696321
1.317655
2.649289
1.213988
1.192481
1.237106
1.277814
1.276349
1.304391
1.280998
1.311671
1.207078
1.301942
1.293719
1.189227
1.215706
1.240063
1.247014
1.1672500000000001
1.400866
1.523148
1.389248
2.653334
1.20838
1.225118
1.308941
